depot,service_number,product,avg_seats_per_bus,route,dep_time,arr_time,planned_kms,planned_trips,planned_per_trip,breakeven_cpk,can_be_cancelled
ARMOOR,ARJ2,MB,39,AIRPORT,05:30,16:10,440,2,220,18.81,0
ARMOOR,ARJ4,MB,39,AIRPORT,09:30,20:00,440,2,220,18.81,0
ARMOOR,ARJ3,MB,39,AIRPORT,11:15,22:00,440,2,220,18.81,0
ARMOOR,ARJ6,MB,39,AIRPORT,16:45,08:40,440,2,220,18.81,0
ARMOOR,ARJ1,MB,39,AIRPORT,18:00,09:40,440,2,220,18.81,0
ARMOOR,ARJ5,MB,39,AIRPORT,20:00,10:40,440,2,220,18.81,0
ARMOOR,ARJ7,MB,39,AIRPORT,21:00,12:10,440,2,220,18.81,0
ARMOOR,HT07,HT,36,JBS,04:00,11:30,350,2,175,18.81,0
ARMOOR,HD01,HT,36,JBS,05:00,12:30,350,2,175,18.81,0
ARMOOR,HT08,HT,36,JBS,06:00,13:30,350,2,175,18.81,0
ARMOOR,HT01,HT,36,JBS,07:00,14:30,350,2,175,18.81,0
ARMOOR,HT10,HT,36,JBS,08:00,15:30,350,2,175,18.81,0
ARMOOR,HT05,HT,36,JBS,09:00,16:30,350,2,175,18.81,0
ARMOOR,HT12,HT,36,JBS,11:00,18:30,350,2,175,18.81,0
ARMOOR,HT06,HT,36,JBS,12:00,19:30,350,2,175,18.81,0
ARMOOR,VM01,HT,36,VINJAMOOR,13:30,05:10,1308,2,654,18.81,0
ARMOOR,HY16,HT,36,JBS,10:30,18:00,350,2,175,18.81,0
ARMOOR,HD04,HT,36,JBS,14:00,21:30,350,2,175,18.81,0
ARMOOR,UD02,HT,36,UDAYAGIRI,14:40,08:45,1260,2,630,18.81,0
ARMOOR,HY13,HT,36,JBS,15:00,22:30,350,2,175,18.81,0
ARMOOR,HT15,HT,36,JBS,10:00,17:30,350,2,175,18.81,0
ARMOOR,HT16,HT,36,JBS,10:30,18:00,350,2,175,18.81,0
ARMOOR,HT19,HT,36,JBS,16:00,23:30,350,2,175,18.81,0
ARMOOR,UD01,HT,36,UDAYAGIRI,15:30,06:30,1294,2,647,18.81,0
ARMOOR,JSD1,S.D,59,JBS,09:15,18:00,350,2,175,18.81,0
ARMOOR,JSD2,S.D,59,JBS,11:30,20:15,350,2,175,18.81,0
ARMOOR,JSD4,S.D,59,JBS,16:15,23:05,350,2,175,18.81,1
ARMOOR,JSD5,S.D,59,JBS,17:05,23:50,350,2,175,18.81,1
ARMOOR,KSD1,S.D,59,KARIMNAGAR,13:45,10:45,546,6,91,18.81,0
ARMOOR,CNR1,EX,53,CHENNUR,05:30,19:05,490,2,245,18.81,0
ARMOOR,CNR2,EX,53,CHENNUR,06:30,20:05,490,2,245,18.81,0
ARMOOR,HY02,EX,53,JBS,04:30,14:15,350,2,175,18.81,0
ARMOOR,HY03,EX,53,JBS,06:30,16:20,350,2,175,18.81,0
ARMOOR,HY06,EX,53,JBS,13:45,23:15,350,2,175,18.81,0
ARMOOR,HY40,EX,53,JBS,14:20,23:45,350,2,175,18.81,0
ARMOOR,HY30,EX,53,JBS,15:20,09:30,484,4,121,18.81,0
ARMOOR,HY52,EX,53,JBS,16:30,12:15,484,4,121,18.81,0
ARMOOR,HY07,EX,53,JBS,17:30,11:30,484,6,80.67,18.81,0
ARMOOR,NRE1,EX,53,NRML-NZB,07:05,20:55,482,8,60.25,18.81,0
ARMOOR,BV02,EX,53,JBS,08:30,22:15,484,4,121,18.81,0
ARMOOR,NRE2,EX,53,NRML-NZB,07:45,21:40,482,8,60.25,18.81,0
ARMOOR,NH01,PE,52,JBS,05:15,13:45,342,2,171,17.44,0
ARMOOR,HY01,PE,52,JBS,15:45,01:00,342,2,171,17.44,0
ARMOOR,SK01,PE,52,SKD-MGBS,06:00,17:30,405,2,202.5,17.44,0
ARMOOR,BV01,ORD,53,VEMULAWADA,06:00,19:40,400,2,200,18.81,0
ARMOOR,BM16,ORD,53,BMGL(V)-NZB,05:45,21:15,416,16,26,18.81,0
ARMOOR,BM18,ORD,53,BMGL-NZB,07:30,22:00,416,16,26,18.81,0
ARMOOR,VP01,ORD,53,MAILARAM,07:00,19:45,334,12,27.83333333,18.81,0
ARMOOR,CTP1,ORD,53,THOOMPALLY,07:30,19:30,376,10,37.6,18.81,0
ARMOOR,ELK1,ORD,53,ELKATOOR,07:00,21:40,392,12,32.66666667,18.81,0
ARMOOR,MR01,ORD,53,MRTD-BMGL,07:00,19:00,348,12,29,18.81,0
ARMOOR,NDP7,ORD,53,KOLIPAKA,07:30,22:10,404,14,28.85714286,18.81,0
ARMOOR,NDP4,ORD,53,PADKAL,06:30,19:50,340,8,42.5,18.81,0
ARMOOR,BMR1,ORD,53,BHEEMNAGAR,06:30,21:15,390,12,32.5,18.81,0
ARMOOR,PG01,ORD,53,PADGAL,07:30,18:50,320,12,26.66666667,18.81,0
ARMOOR,SN01,ORD,53,SAVEL,07:30,19:10,334,8,41.75,18.81,0
ARMOOR,DR01,ORD,53,SURB-KOMANPALLY,07:45,19:15,354,12,29.5,18.81,0
ARMOOR,HB04,ORD,53,INDALWAI,07:45,21:30,448,12,37.33333333,18.81,0
ARMOOR,RJR1,ORD,53,RENJARLA,07:15,20:35,388,12,32.33333333,18.81,0
ARMOOR,NZ01,ORD,53,GUTPA-NZB,07:45,20:10,342,10,34.2,18.81,0
ARMOOR,KN01,ORD,53,KHANAPOOR,08:00,20:40,358,12,29.83333333,18.81,0
ARMOOR,ND12,ORD,53,MACHARLA,11:20,10:20,408,8,51,18.81,0
ARMOOR,TRM1,ORD,53,THORTHY,13:00,11:00,380,14,27.14285714,18.81,0
ARMOOR,SV01,PO,55,MUDHOL-NRML,05:45,18:10,350,4,87.5,17.44,0
ARMOOR,BM02,PO,55,MUDHOL-NRML,07:00,19:40,350,4,87.5,17.44,0
ARMOOR,NDP3,PO,55,NDPT-KUDWAANPOOR,12:20,10:20,345,14,24.64285714,17.44,0
ARMOOR,MT01,PO,55,NZB-MTPL(CHPTL),07:00,18:45,348,10,34.8,17.44,0
ARMOOR,MT02,PO,55,NZB-MTPL(L.PUR),07:45,19:30,348,12,29,17.44,0
ARMOOR,NDP1,PO,55,NANDIPET-TALVEDA,07:00,20:20,345,16,21.5625,17.44,0
ARMOOR,NDA1,PO,55,NANDIPET,06:00,20:00,345,13,26.53846154,17.44,0
ARMOOR,NDP6,PO,55,NANDIPET-BADGUNA,06:15,19:35,345,14,24.64285714,17.44,0
ARMOOR,HB12,PO,55,VEL-BMGL,06:30,20:40,350,14,25,17.44,0
ARMOOR,HB13,PO,55,VEL-BMGL,07:00,21:10,350,14,25,17.44,0
ARMOOR,HB15,PO,55,VEL-BMGL,13:45,11:25,350,14,25,17.44,0
ARMOOR,HB16,PO,55,VEL-BMGL,14:15,11:55,350,14,25,17.44,0
ARMOOR,BDR1,PO,55,NZB-MTPL,06:15,19:35,396,12,33,17.44,0
ARMOOR,KP02,PO,55,NZB-MTPL,07:00,20:35,396,12,33,17.44,0
ARMOOR,KG04,PO,55,NZB-MTPL,07:15,21:00,396,12,33,17.44,0
ARMOOR,HB01,PO,55,DICH-NZB,07:30,19:30,328,12,27.33333333,17.44,0
ARMOOR,BT02,PO,55,BTP-GUMMIRYAL,06:30,20:20,386,10,38.6,17.44,0
ARMOOR,BP01,PO,55,BATTAPUR,08:15,21:25,386,10,38.6,17.44,0
ARMOOR,NR26,PO,55,NZB-NRML,06:15,20:00,376,12,31.33333333,17.44,0
ARMOOR,NED2,PO,55,NZB-NRML,06:45,19:35,376,12,31.33333333,17.44,0
ARMOOR,NZ04,PO,55,NZB-NRML,07:15,21:00,376,12,31.33333333,17.44,0
ARMOOR,NR22,PO,55,NZB-NRML,08:00,21:20,374,10,37.4,17.44,0
ARMOOR,NZ03,PO,55,NZB-NRML,08:00,21:45,376,12,31.33333333,17.44,0
ARMOOR,HB05,PO,55,NANDIPET,06:30,20:15,340,10,34,17.44,0
ARMOOR,HB03,PO,55,NANDIPET,07:20,18:30,300,10,30,17.44,0
ARMOOR,HB14,PO,55,BADA-BMGL,07:00,21:15,350,14,25,17.44,0
ARMOOR,HB17,PO,55,BMGL-B,06:15,20:25,350,14,25,17.44,0
BODHAN,BNG1,AH,42,BDN-BGLR,14:30,09:50,1595,2,798,18.93,0
BODHAN,TPT1,AH,42,THIRUPATHI,12:45,10:20,1550,2,775,18.93,0
BODHAN,GNT7,HL,48,BDN-ONGOLE,18:30,08:40,1246,2,623,18.93,0
BODHAN,NLR1,HL,48,NELLORE,16:45,08:30,1338,2,669,18.93,0
BODHAN,HM02,HT,36,MDK-HYD,16:30,10:30,428,2,214,18.93,0
BODHAN,HM10,HT,36,MDK-JBS,04:00,14:30,400,2,200,18.93,0
BODHAN,HM12,HT,36,MDK-JBS,06:00,16:00,400,2,200,18.93,0
BODHAN,HM13,HT,36,MDK-HYD,14:00,02:30,428,2,214,18.93,0
BODHAN,HM14,HT,36,MDK-JBS,04:45,15:00,400,2,200,18.93,0
BODHAN,HM15,HT,36,MDK-JBS,05:30,15:30,400,2,200,18.93,0
BODHAN,HM16,HT,36,MDK-HYD,16:00,09:30,428,2,214,18.93,0
BODHAN,HM17,HT,36,MDK-JBS,12:00,21:45,400,2,200,18.93,0
BODHAN,HM21,HT,36,MDK-HYD,18:00,11:30,428,2,214,18.93,0
BODHAN,HY18,HT,36,NZB-HYD,22:00,13:45,426,2,213,18.93,0
BODHAN,HY31,HT,36,NZB-HYD,04:15,15:45,426,2,213,18.93,0
BODHAN,HY38,HT,36,NZB-JBS,16:00,01:20,398,2,199,18.93,0
BODHAN,MHD1,HT,36,MDK-JBS,09:00,19:15,400,2,200,18.93,0
BODHAN,MHD2,HT,36,MDK-JBS,11:00,21:00,400,2,200,18.93,0
BODHAN,NZ15,HT,36,MDK-HYD,23:00,14:10,428,2,214,18.93,0
BODHAN,BGSL,IH,36,BDN-MDK-BGLR,12:30,08:45,1592,2,796,18.93,0
BODHAN,GNT5,IH,36,BDN-TENALI,16:30,05:40,1080,2,540,18.93,0
BODHAN,GNT6,IH,36,BDN-ONGOLE,17:30,07:00,1246,2,623,18.93,0
BODHAN,GNT9,IH,36,NELLORE,15:00,08:00,1338,2,669,18.93,0
BODHAN,ONG1,IH,36,KRMR-ONGOLE,13:45,05:40,1334,2,667,18.93,0
BODHAN,PMR1,IH,36,BDN-PAMURUR,14:00,07:25,1236,2,618,18.93,0
BODHAN,PMR2,IH,36,BDN-PAMURUR,15:45,08:45,1236,2,618,18.93,0
BODHAN,ASF1,SL,42,ASIFABAD,13:15,11:40,550,2,275,18.93,0
BODHAN,WDX3,SL,42,WARANGAL,05:45,20:40,524,2,262,18.93,0
BODHAN,WDX4,SL,42,WARANGAL,05:00,19:40,524,2,262,18.93,0
BODHAN,BKJB,EX,53,BKD-LPLY,06:30,20:30,494,4,124,18.93,0
BODHAN,BSH1,EX,53,MDK-HYD,09:30,00:45,492,4,123,18.93,0
BODHAN,BZHB,EX,53,BDN-ZHB,09:00,19:55,398,4,100,18.93,0
BODHAN,CHR1,EX,53,BDN-CHENNUR,05:45,18:45,500,2,250,18.93,0
BODHAN,CHR2,EX,53,BDN-CHENNUR,15:30,13:05,500,2,250,18.93,0
BODHAN,HBX8,EX,53,MDK-HYD,18:45,14:50,492,4,123,18.93,0
BODHAN,MJ01,EX,53,MDK-JBS,07:45,19:15,400,2,200,18.93,0
BODHAN,MJ02,EX,53,MDK-JBS,08:15,19:55,400,2,200,18.93,0
BODHAN,MJB8,EX,53,MDK-JBS,07:00,18:55,400,2,200,18.93,0
BODHAN,MJB9,EX,53,MDK-JBS,06:15,17:50,400,2,200,18.93,0
BODHAN,NZB6,EX,53,MDK-HYD,11:30,10:55,492,4,123,18.93,0
BODHAN,NZE2,EX,53,NZBD-EXP,08:15,18:15,320,10,32,18.93,0
BODHAN,NZE4,EX,53,NZBD-EXP,12:45,09:45,448,14,32,18.93,0
BODHAN,NZE5,EX,53,NZBD-EXP,13:40,10:30,448,14,32,18.93,0
BODHAN,GDK1,PE,52,G/D/KHANI,06:00,19:10,504,2,252,18.03,0
BODHAN,HE02,PE,52,NZB-JBS,05:30,16:50,398,2,199,18.03,0
BODHAN,HE08,PE,52,NZB-JBS,07:30,18:20,398,2,199,18.03,0
BODHAN,WGL6,PE,52,WARANGAL,06:05,22:00,524,2,262,18.03,0
BODHAN,WGL7,PE,52,WARANGAL,08:10,23:40,524,2,262,18.03,0
BODHAN,WGL8,PE,52,WARANGAL,05:15,20:50,524,2,262,18.03,0
BODHAN,WDX2,EX,53,WARANGAL,07:30,22:10,524,2,262,18.93,0
BODHAN,ARD1,IO,53,BRK-AURAD,06:00,21:25,424,8,53,18.93,0
BODHAN,ARD2,IO,53,BRK-AURAD,05:15,20:50,424,8,53,18.93,0
BODHAN,BD10,IO,53,DONGLI-DGLR,08:15,20:15,344,6,57,18.93,0
BODHAN,BDR1,IO,53,BRK-BIDAR,13:30,12:15,440,6,73,18.93,0
BODHAN,DGL8,IO,53,SALAMPAD-PENTA,07:30,19:45,320,10,32,18.93,0
BODHAN,DGL9,IO,53,DONGLI-DGLR,07:15,21:55,408,8,51,18.93,0
BODHAN,NED3,IO,53,NZB-NANDED,08:15,21:10,382,8,48,18.93,0
BODHAN,NED4,IO,53,NZB-NANDED,06:30,20:05,382,8,48,18.93,0
BODHAN,NED9,IO,53,NZB-NANDED,08:45,21:35,382,8,48,18.93,0
BODHAN,BHNS,OP,55,DHARMABAD,07:00,19:50,372,12,31,18.03,0
BODHAN,NED5,OP,55,NANDED,08:00,20:10,380,4,95,18.03,0
BODHAN,NED6,OP,55,NANDED,06:00,18:25,380,4,95,18.03,0
BODHAN,NED7,OP,55,NANDED,07:00,19:10,380,4,95,18.03,0
BODHAN,PT06,OP,55,TAMLUR-DEGLOOR,08:00,16:55,272,4,68,18.03,0
BODHAN,PT11,OP,55,NANDED,09:00,21:10,380,4,95,18.03,0
BODHAN,BNS1,OR,53,BHAINSA,06:15,19:45,438,6,73,18.93,1
BODHAN,BRK1,OR,53,KODCHERLA,06:50,21:45,390,14,28,18.93,0
BODHAN,BWD9,OR,53,ETHONDA,06:15,19:00,318,12,27,18.93,0
BODHAN,DGL6,OR,53,KAREGAON,06:45,18:35,312,10,31,18.93,0
BODHAN,DGL7,OR,53,PTGL-BRKR,08:00,18:50,288,8,36,18.93,0
BODHAN,DRM1,OR,53,DHARMARAM,07:00,18:30,300,12,25,18.93,0
BODHAN,HNS1,OR,53,MANDHARNA,12:40,10:10,392,14,28,18.93,0
BODHAN,KKU2,OR,53,HUMNAPUR-VARNI,07:45,20:45,289,10,29,18.93,0
BODHAN,KKU3,OR,53,SUNKINI,06:50,18:25,292,10,29,18.93,0
BODHAN,KLD1,OR,53,KALDURKY,13:15,09:50,376,14,27,18.93,0
BODHAN,MDPL,OR,53,MEDIPALLY,06:45,17:45,300,10,30,18.93,0
BODHAN,NED8,OR,53,BDN-NZB,08:00,22:35,400,12,33,18.93,0
BODHAN,NZ14,OR,53,THIMMAPUR,06:45,21:45,378,16,24,18.93,0
BODHAN,NZ25,OR,53,SOMPUR,07:00,18:15,260,10,26,18.93,0
BODHAN,NZ28,OR,53,MEDIPALLY,07:00,18:45,296,10,30,18.93,0
BODHAN,NZ32,OR,53,BDN-NZB,06:30,19:40,312,12,26,18.93,0
BODHAN,NZ33,OR,53,KAREGAON,06:45,21:55,444,6,74,18.93,0
BODHAN,NZ35,OR,53,AMBAM-VARNI,08:00,20:05,288,12,24,18.93,0
BODHAN,NZB7,OR,53,HANGIRGA,07:00,20:50,416,14,30,18.93,0
BODHAN,BW10,PO,55,BANSWADA,05:30,18:15,350,10,35,18.03,0
BODHAN,BWD1,PO,55,BANSWADA,05:50,18:30,350,10,35,18.03,0
BODHAN,BWD2,PO,55,BANSWADA,06:10,18:45,350,10,35,18.03,0
BODHAN,BWD3,PO,55,BANSWADA,06:30,19:00,350,10,35,18.03,0
BODHAN,BWD4,PO,55,BANSWADA,06:50,19:20,350,10,35,18.03,0
BODHAN,BWD5,PO,55,BANSWADA,07:10,19:40,350,10,35,18.03,0
BODHAN,BWD6,PO,55,BANSWADA,08:10,21:00,350,10,35,18.03,0
BODHAN,BWD7,PO,55,BANSWADA,07:30,20:00,350,10,35,18.03,0
BODHAN,BWD8,PO,55,BANSWADA,07:45,20:30,350,10,35,18.03,0
BODHAN,KKU1,PO,55,K KURTHY,06:30,20:40,372,12,31,18.03,0
BODHAN,NZ11,PO,55,BDN-PTGL,07:00,17:20,258,12,22,18.03,0
BODHAN,NZ13,PO,55,BDN-NZB L,05:30,17:40,314,10,31,18.03,0
BODHAN,NZ19,PO,55,BDN-NZB L,07:00,18:50,314,10,31,18.03,0
BODHAN,NZ29,PO,55,RNJL-NZB,07:00,18:40,280,12,23,18.03,0
BODHAN,NZB1,PO,55,BDN-NZB L,07:00,19:10,314,10,31,18.03,0
BODHAN,PT05,PO,55,BDN-PTGL,07:15,18:30,258,12,22,18.03,0
BODHAN,PT10,PO,55,PTGL-BRKR,06:15,19:55,374,10,37,18.03,0
BHUPALAPALLAY,BCE1,EX,52,BHPL-BCM,11:40,10:20,566,2,283,18.3,0
BHUPALAPALLAY,BHD1,EX,52,BHPL-TDC,03:30,17:30,516,6,86,18.3,0
BHUPALAPALLAY,BHD6,EX,52,HNK-KLSM,09:30,06:00,518,6,86,18.3,0
BHUPALAPALLAY,BHD8,EX,52,HYD-KLSM,13:35,07:10,526,3,175,18.3,0
BHUPALAPALLAY,BHE1,EX,52,HNK-KLSM,10:00,07:15,518,6,86,18.3,0
BHUPALAPALLAY,BHK2,EX,52,UPL-KLSM,07:00,19:20,506,3,169,18.3,0
BHUPALAPALLAY,BHK5,EX,52,BHPL-HNK,07:30,19:50,414,6,69,18.3,1
BHUPALAPALLAY,BKM1,EX,52,BHPL-KMM,12:30,07:25,510,3,170,18.3,0
BHUPALAPALLAY,BTD1,EX,52,BHPL-TDC,12:00,09:30,516,6,86,18.3,0
BHUPALAPALLAY,BTD2,EX,52,HNK-KLSM,12:00,10:10,518,6,86,18.3,0
BHUPALAPALLAY,ENT1,EX,52,BPL-ETNR,11:00,09:20,514,4,129,18.3,0
BHUPALAPALLAY,HCM1,EX,52,HNK-CHNR,05:35,20:15,524,4,131,18.3,0
BHUPALAPALLAY,HCM2,EX,52,HNK-CHNR,06:45,20:45,524,4,131,18.3,0
BHUPALAPALLAY,HKL1,EX,52,HNK-KLSM,07:35,20:25,518,6,86,18.3,0
BHUPALAPALLAY,HKL2,EX,52,HNK-KLSM,11:25,09:10,518,6,86,18.3,0
BHUPALAPALLAY,HKL3,EX,52,HNK-KLSM,05:00,17:55,518,6,86,18.3,1
BHUPALAPALLAY,HKL5,EX,52,HNK-KLSM,08:20,21:10,518,6,86,18.3,1
BHUPALAPALLAY,HKL6,EX,52,HNK-KLSM,12:35,10:30,518,6,86,18.3,1
BHUPALAPALLAY,HKL7,EX,52,HNK-KLSM,10:10,05:30,518,6,86,18.3,0
BHUPALAPALLAY,HKL8,EX,52,HNK-KLSM,06:05,18:55,518,6,86,18.3,0
BHUPALAPALLAY,HNK4,EX,52,HNK-KLSM,08:30,21:30,484,5,97,18.3,0
BHUPALAPALLAY,HNK7,EX,52,HNK-KLSM,05:45,20:30,518,6,86,18.3,0
BHUPALAPALLAY,HNK8,EX,52,HNK-KLSM,08:00,22:30,518,6,86,18.3,0
BHUPALAPALLAY,HNK9,EX,52,HNK-KLSM,04:15,18:30,518,6,86,18.3,0
BHUPALAPALLAY,HCM3,EX,52,HNK-CHNR,13:00,11:20,524,4,131,18.3,0
BHUPALAPALLAY,HCM4,EX,52,HNK-CHNR,13:30,11:50,524,4,131,18.3,0
BHUPALAPALLAY,BJH1,EX,52,BPL-HZB,07:10,20:45,498,6,83,18.3,0
BHUPALAPALLAY,BMG1,EX,52,BPL-MNG,10:00,22:05,498,3,166,18.3,0
BHUPALAPALLAY,GDK3,EX,52,HNK-GDK,06:20,18:45,498,4,125,18.3,0
BHUPALAPALLAY,GDK2,EX,52,HNK-GDK,10:30,22:45,498,4,125,18.3,0
BHUPALAPALLAY,BHY3,HT,36,BHPL-HYD,06:00,16:00,422,2,211,19.24,0
BHUPALAPALLAY,BHY4,HT,36,BHPL-HYD,12:00,22:30,422,2,211,19.24,0
BHUPALAPALLAY,BHY1,HT,36,UPL-KLSM,05:00,18:05,506,3,169,19.24,0
BHUPALAPALLAY,BJP1,HT,36,BHPL-BJP,15:30,13:30,782,4,196,19.24,0
BHUPALAPALLAY,BHY5,HT,36,BHPL-KKT,22:30,10:30,470,2,235,19.24,0
BHUPALAPALLAY,HL06,HT,36,BHPL-KKT,23:30,13:00,470,2,235,19.24,0
BHUPALAPALLAY,BHY2,HT,36,BHPL-KKT,14:30,00:15,470,2,235,19.24,0
BHUPALAPALLAY,BJP2,HT,36,BHPL-BJP,12:30,11:15,782,4,196,19.24,0
BHUPALAPALLAY,BHKP,HT,36,BHPL-KKT,18:30,10:00,470,2,235,19.24,0
BHUPALAPALLAY,SRH1,HT,36,BHPL-SRC,17:30,17:00,600,3,200,19.24,0
BHUPALAPALLAY,BHY6,HT,36,BHPL-KKT,17:00,10:30,470,2,235,19.24,0
BHUPALAPALLAY,PHD4,PE,51,BHPL-HYD,07:45,17:50,422,2,211,28.26,0
BHUPALAPALLAY,PHD5,PE,51,BHPL-HYD,09:45,20:05,422,2,211,28.26,0
BHUPALAPALLAY,PHD7,PE,51,BHPL-HYD,04:00,14:15,422,2,211,28.26,0
BHUPALAPALLAY,PHE1,PE,51,BHPL-HNK,07:15,18:45,414,6,69,28.26,0
BHUPALAPALLAY,PHE4,PE,51,BHPL-HNK,07:00,17:25,414,6,69,28.26,0
BHUPALAPALLAY,PHE5,PE,51,BHPL-HNK,05:20,15:40,414,6,69,28.26,0
BHUPALAPALLAY,PHE6,PE,51,BHPL-HNK,10:15,21:45,414,6,69,28.26,0
BHUPALAPALLAY,PHE7,PE,51,BHPL-HNK,09:30,20:15,414,6,69,28.26,0
BHUPALAPALLAY,PHK1,PE,51,HNK-KLSM,11:05,23:55,518,6,86,28.26,0
BHUPALAPALLAY,PHK3,PE,51,HNK-KLSM,13:25,08:25,518,6,86,28.26,0
BHUPALAPALLAY,PHK9,PE,51,HNK-KLSM,15:20,11:10,518,6,86,28.26,0
BHUPALAPALLAY,PKH1,PE,51,HYD-KLSM,04:30,17:15,526,3,175,28.26,0
BHUPALAPALLAY,PKH3,PE,51,KLSM-HYD,05:50,18:45,526,3,175,28.26,0
BHUPALAPALLAY,PSR1,PE,51,BHPL-ASR,06:50,19:00,458,4,115,28.26,0
BHUPALAPALLAY,PSR2,PE,51,BHPL-ASR,16:00,12:10,458,4,115,28.26,0
BHUPALAPALLAY,PBM1,PO,55,BHPL-MNC,05:00,19:15,436,4,109,28.26,0
BHUPALAPALLAY,PBM3,PO,55,BHPL-MNC,08:00,22:25,436,4,109,28.26,0
BHUPALAPALLAY,PGD1,PO,55,BHPL-GDK,06:30,17:45,350,4,88,28.26,0
BHUPALAPALLAY,PGD2,PO,55,BHPL-GDK,07:00,17:40,350,4,88,28.26,0
BHUPALAPALLAY,PGD3,PO,55,BHPL-GDK,08:30,19:25,350,4,88,28.26,0
BHUPALAPALLAY,PGD4,PO,55,BHPL-GDK,09:30,20:40,350,4,88,28.26,0
BHUPALAPALLAY,PGD5,PO,55,BHPL-GDK,05:30,16:15,350,4,88,28.26,0
BHUPALAPALLAY,PHP2,PO,55,BHPL-HNK,06:30,20:25,414,6,69,28.26,0
BHUPALAPALLAY,PHP3,PO,55,BHPL-HNK,08:00,21:45,414,6,69,28.26,0
BHUPALAPALLAY,ABK1,PVG,53,BPL-AMBT,07:00,19:50,420,6,70,17.63,0
BHUPALAPALLAY,AZ02,PVG,53,BHPL-AZM,12:00,09:15,400,8,50,17.63,0
BHUPALAPALLAY,BGH1,PVG,53,BPL-GKPL,06:30,21:40,410,8,51,17.63,1
BHUPALAPALLAY,BMP1,PVG,53,BHPL-MNC,09:00,23:25,436,4,109,17.63,0
BHUPALAPALLAY,BNR1,PVG,53,BHPL-NRD,06:00,18:40,346,6,58,17.63,0
BHUPALAPALLAY,BPDP,PVG,53,BPL-DDPL,06:30,18:40,346,8,43,17.63,0
BHUPALAPALLAY,BPKT,PVG,53,BPL-KTCN,06:30,20:20,440,8,55,17.63,0
BHUPALAPALLAY,BRV1,PVG,53,BHPL-BNR,12:00,09:00,380,4,95,17.63,0
BHUPALAPALLAY,BSP1,PVG,53,HNK-KLSM,06:30,18:10,350,8,44,17.63,0
BHUPALAPALLAY,GDK9,PVG,53,BHPL-HNK,07:00,19:45,390,4,98,17.63,0
BHUPALAPALLAY,GDR2,PVG,53,BHPL-GDR,07:10,19:10,350,5,70,17.63,0
BHUPALAPALLAY,MDR1,PVG,53,BHPL-MRP,06:40,18:20,380,5,76,17.63,0
BHUPALAPALLAY,MN01,PVG,53,MULUGU-N,06:00,19:00,420,8,53,17.63,0
BHUPALAPALLAY,MNC2,PVG,53,BHPL-MNC,07:30,21:25,436,4,109,17.63,0
BHUPALAPALLAY,MNC4,PVG,53,BHPL-MNC,06:00,20:05,436,4,109,17.63,0
BHUPALAPALLAY,NG01,PVG,53,BHPL-PSR,08:20,18:40,360,4,90,17.63,0
BHUPALAPALLAY,NG02,PVG,53,BHPL-NDM,12:15,10:10,410,8,51,17.63,0
BHUPALAPALLAY,PLR1,PVG,53,BHPL-PLR,06:30,19:00,380,5,76,17.63,0
BHUPALAPALLAY,SNR1,PVG,53,BHPL-SNG,06:00,19:35,420,6,70,17.63,0
BHUPALAPALLAY,UKL1,SL,41,KLSM-UPL,06:30,19:00,506,3,169,18.62,0
BHUPALAPALLAY,UKL2,SL,41,KLSM-UPL,07:30,20:00,506,3,169,18.62,0
BANSWADA,MJH1,HT,36,MDK-JBS,03:30,11:25,333,2,166.5,18.67,0
BANSWADA,BSJ1,HT,36,MDK-HYD,04:30,13:30,333,2,166.5,18.67,0
BANSWADA,KMH1,HT,36,MDK-HYD,05:30,15:45,333,2,166.5,18.67,0
BANSWADA,NHX3,HT,36,MDK-HYD,09:30,17:35,333,2,166.5,18.67,0
BANSWADA,MJH2,HT,36,MDK-JBS,12:30,21:20,333,2,166.5,18.67,0
BANSWADA,MJH3,HT,36,MDK-JBS,14:30,23:20,333,2,166.5,18.67,0
BANSWADA,MJH4,HT,36,MDK-JBS,15:30,00:20,333,2,166.5,18.67,0
BANSWADA,MJD1,SL,42,MDK-JBS-MGBS,05:20,18:35,467,2,233.5,18.67,0
BANSWADA,MJD2,SL,42,MDK-JBS-MGBS,07:45,21:00,467,2,233.5,18.67,0
BANSWADA,DBJ1,SL,42,BKD-SRD-JBS,05:30,17:10,384,2,192,18.67,0
BANSWADA,DBJ2,SL,42,BKD-SRD-JBS,06:30,18:10,384,2,192,18.67,0
BANSWADA,DBJ3,SL,42,BKD-SRD-JBS,07:30,19:10,384,2,192,18.67,0
BANSWADA,BDR1,IE,53,NZBD-BIDAR,05:45,19:00,439,4,109.75,18.67,0
BANSWADA,BDR2,EXP,53,NIZAMABAD,05:30,17:55,419,8,52.375,18.67,0
BANSWADA,BSJ2,EXP,53,BKS-SRD-JBS,05:30,17:10,419,2,209.5,18.67,0
BANSWADA,BSJ3,EXP,53,BKD-SRD-JBS,06:30,18:10,419,2,209.5,18.67,0
BANSWADA,BSJ5,EXP,53,BKD-SRD-JBS,07:30,19:10,419,2,209.5,18.67,0
BANSWADA,NZ10,OR,53,NIZAMABAD,12:00,10:50,490,10,49,18.67,0
BANSWADA,BCR2,OR,53,NIZAMABAD,12:00,10:50,543,2,271.5,18.67,0
BANSWADA,BCR3,OR,53,NIZAMABAD,12:00,10:50,543,2,271.5,18.67,0
