depot,service_number,product,avg_seats_per_bus,route,dep_time,arr_time,planned_kms,planned_trips,planned_per_trip,breakeven_cpk,can_be_cancelled
WARANGAL-II,EM03,EE,54,HNK-KMM,05:15,20:40,500,4,125,39.8,0
WARANGAL-II,EM05,EE,54,HNK-KMM,06:00,21:40,500,4,125,39.8,0
WARANGAL-II,EM07,EE,54,HNK-KMM,11:00,08:55,500,4,125,39.8,0
WARANGAL-II,EM02,EE,54,HNK-KMM,04:45,20:10,500,4,125,39.8,1
WARANGAL-II,EM04,EE,54,HNK-KMM,05:45,21:10,500,4,125,39.8,0
WARANGAL-II,EM01,EE,54,HNK-KMM,04:15,19:40,500,4,125,39.8,0
WARANGAL-II,EM09,EE,54,HNK-KMM,07:30,22:40,500,4,125,39.8,0
WARANGAL-II,EM06,EE,54,HNK-KMM,10:00,07:55,500,4,125,39.8,0
WARANGAL-II,EZ06,EE,54,HNK-NZBD,10:05,00:15,480,2,240,39.8,0
WARANGAL-II,EZ03,EE,54,HNK-NZBD,06:45,20:55,480,2,240,39.8,0
WARANGAL-II,EZ05,EE,54,HNK-NZBD,09:30,23:55,480,2,240,39.8,0
WARANGAL-II,EZ09,EE,54,HNK-NZBD,13:15,04:05,480,2,240,39.8,0
WARANGAL-II,EZ01,EE,54,HNK-NZBD,04:15,19:05,480,2,240,39.8,0
WARANGAL-II,EZ02,EE,54,HNK-NZBD,05:15,19:50,480,2,240,39.8,0
WARANGAL-II,EZ04,EE,54,HNK-NZBD,09:05,23:15,480,2,240,39.8,0
WARANGAL-II,EZ07,EE,54,HNK-NZBD,05:45,20:10,480,2,240,39.8,0
WARANGAL-II,EZ08,EE,54,HNK-NZBD,11:55,02:35,480,2,240,39.8,0
WARANGAL-II,ED33,ED,45,HNK-NZBD,07:30,20:45,480,2,240,39.8,0
WARANGAL-II,ED31,ED,45,HNK-NZBD,04:45,18:00,480,2,240,39.8,0
WARANGAL-II,ED32,ED,45,HNK-NZBD,06:00,20:00,480,2,240,39.8,0
WARANGAL-II,ED34,ED,45,HNK-NZBD,08:30,21:30,480,2,240,39.8,0
WARANGAL-II,M136,EP,51,HNK-RJDM,06:30,18:15,912,2,456,35.79,0
WARANGAL-II,EP01,EE,54,HNK-SDPT,07:30,20:45,348,4,87,39.8,0
WARANGAL-II,EY02,EE,54,HNK-SRPT,07:00,21:10,456,4,114,39.8,0
WARANGAL-II,EY04,EE,54,HNK-SRPT,11:00,07:50,456,4,114,39.8,0
WARANGAL-II,EY03,EE,54,HNK-SRPT,08:00,22:10,456,4,114,39.8,0
WARANGAL-II,EY01,EE,54,HNK-SRPT,06:00,20:10,456,4,114,39.8,0
WARANGAL-II,EX23,EE,54,HNK-UPL,06:15,23:45,532,4,133,39.8,0
WARANGAL-II,EH03,PE,51,HYD-ENR,07:30,21:05,486,4,121.5,35.79,0
WARANGAL-II,ENR1,PE,51,HYD-ENR,07:40,20:30,486,4,121.5,35.79,0
WARANGAL-II,EJ04,EE,54,JANGAON,07:30,22:50,440,4,110,39.8,1
WARANGAL-II,EJ03,EE,54,JANGAON,07:00,22:40,440,4,110,39.8,0
WARANGAL-II,EJ02,EE,54,JANGAON,06:15,21:15,440,4,110,39.8,0
WARANGAL-II,JKH1,PO,55,JMKT-HYD,05:00,18:25,380,2,190,35.79,0
WARANGAL-II,MV03,PE,51,MANGAPET,13:15,09:20,512,4,128,35.79,0
WARANGAL-II,MPT1,PE,51,MANGAPET,12:20,08:05,512,4,128,35.79,0
WARANGAL-II,ET01,EE,54,MANGAPET,05:00,20:50,512,4,128,39.8,0
WARANGAL-II,ET03,EE,54,MANGAPET,07:30,23:20,512,4,128,39.8,0
WARANGAL-II,ET04,EE,54,MANGAPET,08:00,23:40,512,4,128,39.8,0
WARANGAL-II,ET06,EE,54,MANGAPET,11:15,15:40,512,4,128,39.8,0
WARANGAL-II,ET05,EE,54,MANGAPET,18:30,08:25,512,4,128,39.8,0
WARANGAL-II,ET02,EE,54,MANGAPET,06:10,21:50,512,4,128,39.8,0
WARANGAL-II,ML11,PO,55,MLG-MPET,07:40,20:00,350,4,87.5,35.79,0
WARANGAL-II,MLG6,PO,55,MULUGU,08:45,22:00,392,8,49,35.79,0
WARANGAL-II,HM01,PO,55,MULUGU,08:20,21:55,392,8,49,35.79,0
WARANGAL-II,MLG9,PO,55,MULUGU,06:50,20:15,392,8,49,35.79,0
WARANGAL-II,MLX2,PO,55,MULUGU,07:50,18:40,294,4,73.5,35.79,0
WARANGAL-II,MG03,PO,55,MULUGU,12:35,10:30,392,8,49,35.79,0
WARANGAL-II,ML02,PO,55,MULUGU,07:10,20:40,392,8,49,35.79,0
WARANGAL-II,N006,PO,55,NKD-MHBD,07:30,19:50,312,4,78,35.79,0
WARANGAL-II,ML03,PO,55,NKD-MHBD,05:30,17:50,312,4,78,35.79,0
WARANGAL-II,M221,PO,55,PASRA,07:30,18:45,292,4,73,35.79,0
WARANGAL-II,KMR7,PO,55,PASRA,08:30,19:40,292,4,73,35.79,0
WARANGAL-II,M254,PO,55,PASRA,07:00,18:05,292,4,73,35.79,0
WARANGAL-II,TPG7,PO,55,PASRA,09:00,19:55,292,4,73,35.79,0
WARANGAL-II,M123,PO,55,PASRA,06:00,16:55,292,4,73,35.79,0
WARANGAL-II,ML01,PO,55,PASRA,09:50,21:00,292,4,73,35.79,0
WARANGAL-II,PSR3,PO,55,PASRA,08:00,19:25,292,4,73,35.79,0
WARANGAL-II,BRK1,PO,55,RANGAPUR,16:30,13:40,330,2,165,35.79,0
WARANGAL-II,RPR1,PO,55,RANGAPUR,08:35,20:55,330,2,165,35.79,0
WARANGAL-II,JGT1,PO,55,SEB-JGTA,06:00,16:30,316,2,158,35.79,0
WARANGAL-II,JGT2,PO,55,SEB-JGTA,07:00,17:30,316,2,158,35.79,0
WARANGAL-II,M311,PO,55,TPGUDEM,07:20,19:05,330,2,165,35.79,0
WARANGAL-II,RJP2,PO,55,TPGUDEM,09:05,21:40,330,2,165,35.79,0
WARANGAL-II,PSR1,PO,55,TPGUDEM,04:30,16:50,330,2,165,35.79,0
WARANGAL-II,EL03,EE,54,VEMULAWADA,07:10,21:40,466,4,116.5,39.8,0
WARANGAL-II,EL04,EE,54,VEMULAWADA,09:00,23:30,466,4,116.5,39.8,0
WARANGAL-II,EL05,EE,54,VEMULAWADA,10:30,06:55,466,4,116.5,39.8,0
WARANGAL-II,EL01,EE,54,VEMULAWADA,06:10,20:40,466,4,116.5,39.8,0
WARANGAL-II,EL02,EE,54,VEMULAWADA,06:40,21:00,466,4,116.5,39.8,0
WARANGAL-II,EL06,EE,54,VEMULAWADA,11:00,01:30,466,4,116.5,39.8,0
MAHABOOBABAD,HBC2,EX,52,BDCM-HNK,04:15:00,19:30:00,524,6,87,18.18,0
MAHABOOBABAD,TGH1,EX,52,TUNG-HYD,04:30:00,17:40:00,478,2,239,18.18,0
