depot,date,passengers_per_day,actual_kms,occupancy_ratio
ARMOOR,2023-01-01,12000.0,21413.0,0.651
ARMOOR,2023-01-02,22687.0,31252.0,0.6507
ARMOOR,2023-01-03,19999.0,29538.0,0.6277
ARMOOR,2023-01-04,21242.0,30386.0,0.5711
ARMOOR,2023-01-05,19998.0,29360.0,0.5897
ARMOOR,2023-01-06,19139.0,31082.0,0.6275
ARMOOR,2023-01-07,19701.0,29767.0,0.6253
ARMOOR,2023-01-08,16401.0,26762.0,0.6458
ARMOOR,2023-01-09,21759.0,30318.0,0.6109
ARMOOR,2023-01-10,21607.0,31195.0,0.6905
ARMOOR,2023-01-11,21113.0,31104.0,0.5721
ARMOOR,2023-01-12,22338.0,33260.0,0.5634
ARMOOR,2023-01-13,20307.0,32174.0,0.5971
ARMOOR,2023-01-14,16784.0,28251.0,0.6187
ARMOOR,2023-01-15,9099.0,19207.0,0.5983
ARMOOR,2023-01-16,21093.0,26582.0,0.5369
ARMOOR,2023-01-17,23335.0,32774.0,0.6503
ARMOOR,2023-01-18,25309.0,35772.0,0.5099
ARMOOR,2023-01-19,24735.0,36299.0,0.47
ARMOOR,2023-01-20,22663.0,30754.0,0.5737
ARMOOR,2023-01-21,19668.0,26132.0,0.5427
ARMOOR,2023-01-22,17453.0,26551.0,0.5239
ARMOOR,2023-01-23,25150.0,30775.0,0.5059
ARMOOR,2023-01-24,19592.0,27986.0,0.5942
ARMOOR,2023-01-25,22741.0,29654.0,0.5321
ARMOOR,2023-01-26,19867.0,27863.0,0.5239
ARMOOR,2023-01-27,22783.0,28815.0,0.5058
ARMOOR,2023-01-28,20678.0,27625.0,0.5198
ARMOOR,2023-01-29,20471.0,29987.0,0.5435
ARMOOR,2023-01-30,25590.0,31901.0,0.5276
ARMOOR,2023-01-31,21771.0,29825.0,0.6096
ARMOOR,2023-02-01,23350.0,30187.0,0.5788
ARMOOR,2023-02-02,22731.0,28991.0,0.6304
ARMOOR,2023-02-03,21521.0,29470.0,0.5862
ARMOOR,2023-02-04,20241.0,28905.0,0.5692
ARMOOR,2023-02-05,18893.0,29001.0,0.4994
ARMOOR,2023-02-06,24065.0,31308.0,0.6212
ARMOOR,2023-02-07,21940.0,30104.0,0.5621
ARMOOR,2023-02-08,23238.0,29308.0,0.5952
ARMOOR,2023-02-09,24790.0,30067.0,0.6435
ARMOOR,2023-02-10,25247.0,29397.0,0.6539
ARMOOR,2023-02-11,24492.0,29458.0,0.6561
ARMOOR,2023-02-12,26012.0,28669.0,0.6562
ARMOOR,2023-02-13,27527.0,36369.0,0.7077
ARMOOR,2023-02-14,21952.0,30857.0,0.5536
ARMOOR,2023-02-15,23791.0,30551.0,0.5988
ARMOOR,2023-02-16,24041.0,31460.0,0.632
ARMOOR,2023-02-17,22118.0,34488.0,0.6735
ARMOOR,2023-02-18,16915.0,25798.0,0.5916
ARMOOR,2023-02-19,18250.0,33748.0,0.6163
ARMOOR,2023-02-20,21662.0,33116.0,0.5597
ARMOOR,2023-02-21,21869.0,30821.0,0.5715
ARMOOR,2023-02-22,25715.0,31589.0,0.6297
ARMOOR,2023-02-23,23722.0,30525.0,0.6206
ARMOOR,2023-02-24,23727.0,31955.0,0.5979
ARMOOR,2023-02-25,22948.0,31051.0,0.5855
ARMOOR,2023-02-26,20818.0,29528.0,0.5516
ARMOOR,2023-02-27,24303.0,31360.0,0.62
ARMOOR,2023-02-28,20746.0,30507.0,0.5637
ARMOOR,2023-03-01,22660.0,30814.0,0.5901
ARMOOR,2023-03-02,23625.0,30576.0,0.6231
ARMOOR,2023-03-03,23188.0,31413.0,0.6116
ARMOOR,2023-03-04,22220.0,30959.0,0.651
ARMOOR,2023-03-05,18812.0,30028.0,0.6507
ARMOOR,2023-03-06,20724.0,31550.0,0.6277
ARMOOR,2023-03-07,13630.0,25623.0,0.5711
ARMOOR,2023-03-08,22366.0,32100.0,0.5897
ARMOOR,2023-03-09,25331.0,30322.0,0.6275
ARMOOR,2023-03-10,25193.0,31490.0,0.6253
ARMOOR,2023-03-11,23693.0,29583.0,0.6458
ARMOOR,2023-03-12,22149.0,28513.0,0.6109
ARMOOR,2023-03-13,28284.0,32494.0,0.6905
ARMOOR,2023-03-14,22421.0,30852.0,0.5721
ARMOOR,2023-03-15,21834.0,29832.0,0.5634
ARMOOR,2023-03-16,23159.0,30575.0,0.5971
ARMOOR,2023-03-17,23038.0,29456.0,0.6187
ARMOOR,2023-03-18,22131.0,28661.0,0.5983
ARMOOR,2023-03-19,20087.0,29992.0,0.5369
ARMOOR,2023-03-20,25111.0,31639.0,0.6503
ARMOOR,2023-03-21,18894.0,30841.0,0.5099
ARMOOR,2023-03-22,8499.0,17396.0,0.47
ARMOOR,2023-03-23,21153.0,30919.0,0.5737
ARMOOR,2023-03-24,20983.0,30081.0,0.5427
ARMOOR,2023-03-25,20133.0,29442.0,0.5239
ARMOOR,2023-03-26,19378.0,29146.0,0.5059
ARMOOR,2023-03-27,24545.0,32257.0,0.5942
ARMOOR,2023-03-28,20850.0,29605.0,0.5321
ARMOOR,2023-03-29,20382.0,30242.0,0.5239
ARMOOR,2023-03-30,18819.0,26726.0,0.5058
ARMOOR,2023-03-31,19365.0,28797.0,0.5198
ARMOOR,2023-04-01,21871.0,30480.0,0.5435
ARMOOR,2023-04-02,19964.0,29173.0,0.5276
ARMOOR,2023-04-03,23605.0,30729.0,0.6096
ARMOOR,2023-04-04,20893.0,30776.0,0.5459
ARMOOR,2023-04-05,20177.0,30651.0,0.5306
ARMOOR,2023-04-06,18074.0,31355.0,0.4666
ARMOOR,2023-04-07,16497.0,25337.0,0.5552
ARMOOR,2023-04-08,19302.0,29363.0,0.5018
ARMOOR,2023-04-09,18589.0,28281.0,0.5168
ARMOOR,2023-04-10,25364.0,33445.0,0.6321
ARMOOR,2023-04-11,20726.0,29208.0,0.5402
ARMOOR,2023-04-12,21514.0,30932.0,0.5661
ARMOOR,2023-04-13,20637.0,30844.0,0.5184
ARMOOR,2023-04-14,15800.0,27375.0,0.5963
ARMOOR,2023-04-15,19420.0,28360.0,0.5421
ARMOOR,2023-04-16,18057.0,28107.0,0.5344
ARMOOR,2023-04-17,23707.0,31078.0,0.6185
ARMOOR,2023-04-18,19394.0,29512.0,0.5309
ARMOOR,2023-04-19,18971.0,28345.0,0.5434
ARMOOR,2023-04-20,17550.0,26940.0,0.569
ARMOOR,2023-04-21,20867.0,29220.0,0.6093
ARMOOR,2023-04-22,18527.0,24031.0,0.6104
ARMOOR,2023-04-23,18741.0,26256.0,0.6089
ARMOOR,2023-04-24,25323.0,31889.0,0.7129
ARMOOR,2023-04-25,22383.0,28762.0,0.6094
ARMOOR,2023-04-26,22975.0,30431.0,0.6154
ARMOOR,2023-04-27,22694.0,29372.0,0.6255
ARMOOR,2023-04-28,20612.0,29241.0,0.6451
ARMOOR,2023-04-29,23659.0,30106.0,0.6738
ARMOOR,2023-04-30,22112.0,28484.0,0.7061
ARMOOR,2023-05-01,26284.0,32042.0,0.7217
ARMOOR,2023-05-02,23735.0,30754.0,0.6949
ARMOOR,2023-05-03,26768.0,30439.0,0.7348
ARMOOR,2023-05-04,26352.0,32002.0,0.7215
ARMOOR,2023-05-05,23083.0,30646.0,0.6667
ARMOOR,2023-05-06,24595.0,31936.0,0.6858
ARMOOR,2023-05-07,23061.0,31224.0,0.6219
ARMOOR,2023-05-08,27559.0,33094.0,0.7114
ARMOOR,2023-05-09,23223.0,30640.0,0.6645
ARMOOR,2023-05-10,26876.0,30762.0,0.7599
ARMOOR,2023-05-11,,,0.8054
ARMOOR,2023-05-12,27367.0,30542.0,0.8132
ARMOOR,2023-05-13,26235.0,30685.0,0.7836
ARMOOR,2023-05-14,24831.0,30778.0,0.7362
ARMOOR,2023-05-15,30805.0,34617.0,0.7749
ARMOOR,2023-05-16,24441.0,30474.0,0.6792
ARMOOR,2023-05-17,26209.0,30670.0,0.6855
ARMOOR,2023-05-18,23725.0,30985.0,0.6718
ARMOOR,2023-05-19,18266.0,28962.0,0.5481
ARMOOR,2023-05-20,23040.0,30190.0,0.6528
ARMOOR,2023-05-21,22446.0,28903.0,0.6436
ARMOOR,2023-05-22,27210.0,31914.0,0.7192
ARMOOR,2023-05-23,23321.0,28911.0,0.6492
ARMOOR,2023-05-24,26457.0,30599.0,0.6574
ARMOOR,2023-05-25,26596.0,29655.0,0.7314
ARMOOR,2023-05-26,24436.0,30185.0,0.6688
ARMOOR,2023-05-27,25126.0,30195.0,0.6842
ARMOOR,2023-05-28,22206.0,29506.0,0.6193
ARMOOR,2023-05-29,28995.0,31356.0,0.7425
ARMOOR,2023-05-30,23255.0,29019.0,0.685
ARMOOR,2023-05-31,27205.0,29971.0,0.721
ARMOOR,2023-06-01,26784.0,29471.0,0.7616
ARMOOR,2023-06-02,24930.0,29671.0,0.6934
ARMOOR,2023-06-03,24051.0,29256.0,0.6947
ARMOOR,2023-06-04,19483.0,30766.0,0.7071
ARMOOR,2023-06-05,27362.0,31113.0,0.7987
ARMOOR,2023-06-06,24262.0,30016.0,0.6963
ARMOOR,2023-06-07,26005.0,30558.0,0.7108
ARMOOR,2023-06-08,22920.0,30874.0,0.6453
ARMOOR,2023-06-09,24009.0,27455.0,0.8394
ARMOOR,2023-06-10,22982.0,31862.0,0.7156
ARMOOR,2023-06-11,22298.0,28782.0,0.6392
ARMOOR,2023-06-12,29913.0,32905.0,0.751
ARMOOR,2023-06-13,24063.0,29246.0,0.7055
ARMOOR,2023-06-14,26692.0,30651.0,0.6883
ARMOOR,2023-06-15,25765.0,30155.0,0.7045
ARMOOR,2023-06-16,25524.0,30222.0,0.6623
ARMOOR,2023-06-17,22730.0,29758.0,0.6009
ARMOOR,2023-06-18,14652.0,22939.0,0.537
ARMOOR,2023-06-19,26945.0,32890.0,0.6542
ARMOOR,2023-06-20,21365.0,28439.0,0.6043
ARMOOR,2023-06-21,24058.0,29669.0,0.6271
ARMOOR,2023-06-22,22313.0,29773.0,0.593
ARMOOR,2023-06-23,22052.0,29105.0,0.5909
ARMOOR,2023-06-24,22531.0,29698.0,0.6031
ARMOOR,2023-06-25,18316.0,26122.0,0.6101
ARMOOR,2023-06-26,23831.0,31387.0,0.6034
ARMOOR,2023-06-27,21488.0,28677.0,0.617
ARMOOR,2023-06-28,22589.0,28415.0,0.7069
ARMOOR,2023-06-29,12209.0,19272.0,0.666
ARMOOR,2023-06-30,20815.0,28768.0,0.6487
ARMOOR,2023-07-01,24450.0,30042.0,0.6316
ARMOOR,2023-07-02,17475.0,24975.0,0.6802
ARMOOR,2023-07-03,28528.0,33194.0,0.7396
ARMOOR,2023-07-04,23168.0,29507.0,0.6631
ARMOOR,2023-07-05,23899.0,29470.0,0.6772
ARMOOR,2023-07-06,23099.0,28715.0,0.6719
ARMOOR,2023-07-07,21960.0,28709.0,0.6524
ARMOOR,2023-07-08,23201.0,28631.0,0.6981
ARMOOR,2023-07-09,17681.0,23780.0,0.6753
ARMOOR,2023-07-10,25444.0,32427.0,0.7126
ARMOOR,2023-07-11,20174.0,27462.0,0.6333
ARMOOR,2023-07-12,21323.0,28521.0,0.6469
ARMOOR,2023-07-13,22339.0,29281.0,0.6344
ARMOOR,2023-07-14,20359.0,29014.0,0.6145
ARMOOR,2023-07-15,21543.0,29671.0,0.6395
ARMOOR,2023-07-16,15147.0,23539.0,0.6007
ARMOOR,2023-07-17,17110.0,27225.0,0.5696
ARMOOR,2023-07-18,17079.0,28174.0,0.5928
ARMOOR,2023-07-19,18652.0,27805.0,0.6414
ARMOOR,2023-07-20,19012.0,26514.0,0.6374
ARMOOR,2023-07-21,,,0.5599
ARMOOR,2023-07-22,,,0.6227
ARMOOR,2023-07-23,14738.0,26320.0,0.5272
ARMOOR,2023-07-24,23534.0,31363.0,0.6562
ARMOOR,2023-07-25,,,0.6619
ARMOOR,2023-07-26,13145.0,22164.0,0.7147
ARMOOR,2023-07-27,7002.0,13664.0,0.5722
ARMOOR,2023-07-28,11682.0,21333.0,0.6191
ARMOOR,2023-07-29,,,0.5647
ARMOOR,2023-07-30,14485.0,26707.0,0.5334
ARMOOR,2023-07-31,23093.0,32256.0,0.6573
ARMOOR,2023-08-01,21311.0,30001.0,0.6367
ARMOOR,2023-08-02,22050.0,29532.0,0.6675
ARMOOR,2023-08-03,21756.0,27722.0,0.6876
ARMOOR,2023-08-04,20198.0,28137.0,0.6506
ARMOOR,2023-08-05,20740.0,27506.0,0.6805
ARMOOR,2023-08-06,19058.0,27595.0,0.6193
ARMOOR,2023-08-07,25808.0,31971.0,0.7169
ARMOOR,2023-08-08,21991.0,28773.0,0.6409
ARMOOR,2023-08-09,22945.0,30971.0,0.6671
ARMOOR,2023-08-10,24700.0,29665.0,0.7062
ARMOOR,2023-08-11,24845.0,30207.0,0.7146
ARMOOR,2023-08-12,25928.0,29239.0,0.764
ARMOOR,2023-08-13,25192.0,28801.0,0.7121
ARMOOR,2023-08-14,30351.0,30797.0,0.7816
ARMOOR,2023-08-15,18142.0,27062.0,0.5768
ARMOOR,2023-08-16,17764.0,28264.0,0.5614
ARMOOR,2023-08-17,22341.0,30266.0,0.6274
ARMOOR,2023-08-18,21624.0,29398.0,0.6167
ARMOOR,2023-08-19,18756.0,27769.0,0.5877
ARMOOR,2023-08-20,19215.0,28235.0,0.6169
ARMOOR,2023-08-21,22560.0,32148.0,0.6286
ARMOOR,2023-08-22,22037.0,29566.0,0.6325
ARMOOR,2023-08-23,23798.0,30160.0,0.6411
ARMOOR,2023-08-24,22652.0,30044.0,0.6092
ARMOOR,2023-08-25,19768.0,28875.0,0.5679
ARMOOR,2023-08-26,22198.0,29774.0,0.6445
ARMOOR,2023-08-27,19434.0,27934.0,0.6154
ARMOOR,2023-08-28,26015.0,31043.0,0.7098
ARMOOR,2023-08-29,25588.0,30663.0,0.7
ARMOOR,2023-08-30,32138.0,31550.0,0.8105
ARMOOR,2023-08-31,40115.0,35762.0,0.852
ARMOOR,2023-09-01,29402.0,29463.0,0.7982
ARMOOR,2023-09-02,26550.0,29645.0,0.7584
ARMOOR,2023-09-03,22296.0,28606.0,0.6922
ARMOOR,2023-09-04,19841.0,27821.0,0.7203
ARMOOR,2023-09-05,21109.0,27633.0,0.7275
ARMOOR,2023-09-06,21961.0,28454.0,0.6752
ARMOOR,2023-09-07,19427.0,26863.0,0.6275
ARMOOR,2023-09-08,21405.0,28479.0,0.6377
ARMOOR,2023-09-09,22646.0,26117.0,0.6829
ARMOOR,2023-09-10,20390.0,26180.0,0.6712
ARMOOR,2023-09-11,25683.0,29487.0,0.7853
ARMOOR,2023-09-12,21355.0,26740.0,0.6841
ARMOOR,2023-09-13,22220.0,29471.0,0.6601
ARMOOR,2023-09-14,18292.0,28300.0,0.5488
ARMOOR,2023-09-15,21343.0,27834.0,0.6269
ARMOOR,2023-09-16,23924.0,28985.0,0.6981
ARMOOR,2023-09-17,21079.0,29939.0,0.6496
ARMOOR,2023-09-18,11946.0,20604.0,0.5484
ARMOOR,2023-09-19,20882.0,30405.0,0.6036
ARMOOR,2023-09-20,23485.0,29993.0,0.6818
ARMOOR,2023-09-21,21800.0,30263.0,0.6434
ARMOOR,2023-09-22,20823.0,29836.0,0.6162
ARMOOR,2023-09-23,,,0.5631
ARMOOR,2023-09-24,18271.0,28136.0,0.5612
ARMOOR,2023-09-25,24403.0,30356.0,0.6794
ARMOOR,2023-09-26,21881.0,30269.0,0.6255
ARMOOR,2023-09-27,23657.0,29754.0,0.6424
ARMOOR,2023-09-28,16020.0,21775.0,0.7019
ARMOOR,2023-09-29,19495.0,26673.0,0.6233
ARMOOR,2023-09-30,23344.0,29646.0,0.6616
ARMOOR,2023-10-01,19267.0,26853.0,0.5821
ARMOOR,2023-10-02,23117.0,29675.0,0.6536
ARMOOR,2023-10-03,11503.0,26473.0,1.1403
ARMOOR,2023-10-04,16693.0,24862.0,0.9402
ARMOOR,2023-10-05,22385.0,27729.0,0.7261
ARMOOR,2023-10-06,19745.0,29345.0,0.6718
ARMOOR,2023-10-07,21712.0,29304.0,0.5881
ARMOOR,2023-10-08,18118.0,25238.0,0.5514
ARMOOR,2023-10-09,25584.0,31226.0,0.6677
ARMOOR,2023-10-10,16540.0,33116.0,0.8686
ARMOOR,2023-10-11,22752.0,28376.0,0.6283
ARMOOR,2023-10-12,26846.0,30425.0,0.672
ARMOOR,2023-10-13,25099.0,30457.0,0.661
ARMOOR,2023-10-14,16630.0,26714.0,0.5589
ARMOOR,2023-10-15,18704.0,27707.0,0.5425
ARMOOR,2023-10-16,27050.0,30765.0,0.671
ARMOOR,2023-10-17,18506.0,30718.0,0.8458
ARMOOR,2023-10-18,26803.0,30429.0,0.7331
ARMOOR,2023-10-19,24093.0,31726.0,0.6686
ARMOOR,2023-10-20,22440.0,29525.0,0.7045
ARMOOR,2023-10-21,22356.0,31821.0,0.6531
ARMOOR,2023-10-22,14822.0,24481.0,0.5829
ARMOOR,2023-10-23,10158.0,15602.0,0.6151
ARMOOR,2023-10-24,13112.0,20318.0,0.5607
ARMOOR,2023-10-25,23753.0,31494.0,0.6824
ARMOOR,2023-10-26,25474.0,32328.0,0.746
ARMOOR,2023-10-27,26009.0,31173.0,0.7626
ARMOOR,2023-10-28,23783.0,31390.0,0.6634
ARMOOR,2023-10-29,20253.0,32361.0,0.6507
ARMOOR,2023-10-30,26405.0,31443.0,0.8752
ARMOOR,2023-10-31,23592.0,30049.0,0.7333
ARMOOR,2023-11-01,26730.0,31418.0,0.7488
ARMOOR,2023-11-02,20833.0,29518.0,0.8764
ARMOOR,2023-11-03,14060.0,25988.0,0.9389
ARMOOR,2023-11-04,20971.0,28028.0,0.645
ARMOOR,2023-11-05,18929.0,27969.0,0.5411
ARMOOR,2023-11-06,24958.0,30467.0,0.6799
ARMOOR,2023-11-07,24234.0,30063.0,0.6812
ARMOOR,2023-11-08,23252.0,29430.0,0.6283
ARMOOR,2023-11-09,22938.0,28748.0,0.6292
ARMOOR,2023-11-10,24699.0,31339.0,0.6457
ARMOOR,2023-11-11,22388.0,31827.0,0.8224
ARMOOR,2023-11-12,12328.0,20691.0,0.5247
ARMOOR,2023-11-13,14455.0,25837.0,0.5027
ARMOOR,2023-11-14,21939.0,30837.0,0.6117
ARMOOR,2023-11-15,26948.0,31976.0,0.6973
ARMOOR,2023-11-16,16036.0,26013.0,0.9265
ARMOOR,2023-11-17,23101.0,29752.0,0.6319
ARMOOR,2023-11-18,23172.0,29607.0,0.6421
ARMOOR,2023-11-19,22219.0,27921.0,0.6141
ARMOOR,2023-11-20,25687.0,31840.0,0.6663
ARMOOR,2023-11-21,21424.0,29305.0,0.5956
ARMOOR,2023-11-22,24420.0,30090.0,0.6221
ARMOOR,2023-11-23,23331.0,28900.0,0.6541
ARMOOR,2023-11-24,24675.0,29564.0,0.6507
ARMOOR,2023-11-25,24256.0,30022.0,0.68
ARMOOR,2023-11-26,22627.0,27641.0,0.6727
ARMOOR,2023-11-27,21007.0,33524.0,0.759
ARMOOR,2023-11-28,23559.0,29836.0,0.7053
ARMOOR,2023-11-29,25154.0,30441.0,0.7993
ARMOOR,2023-11-30,18047.0,22664.0,0.7694
ARMOOR,2023-12-01,24553.0,29717.0,0.8107
ARMOOR,2023-12-02,24462.0,36175.0,0.9072
ARMOOR,2023-12-03,19501.0,23860.0,0.6188
ARMOOR,2023-12-04,26728.0,37189.0,0.7966
ARMOOR,2023-12-05,23451.0,30446.0,0.6777
ARMOOR,2023-12-06,24684.0,29883.0,0.6973
ARMOOR,2023-12-07,24542.0,28403.0,0.7141
ARMOOR,2023-12-08,21537.0,28258.0,0.6446
ARMOOR,2023-12-09,19915.0,30003.0,0.5656
ARMOOR,2023-12-10,10050.0,27893.0,0.3935
ARMOOR,2023-12-11,11097.0,30353.0,0.4503
ARMOOR,2023-12-12,9169.0,29153.0,0.3818
ARMOOR,2023-12-13,9619.0,29452.0,0.3783
ARMOOR,2023-12-14,9646.0,28982.0,0.3829
ARMOOR,2023-12-15,29551.0,28533.0,0.6992
ARMOOR,2023-12-16,35201.0,29251.0,0.7823
ARMOOR,2023-12-17,33137.0,28597.0,0.7444
ARMOOR,2023-12-18,39261.0,30797.0,0.8303
ARMOOR,2023-12-19,36373.0,30203.0,0.8716
ARMOOR,2023-12-20,37082.0,28936.0,0.9018
ARMOOR,2023-12-21,37923.0,28514.0,0.9243
ARMOOR,2023-12-22,38107.0,28367.0,0.9898
ARMOOR,2023-12-23,38954.0,29735.0,1.0526
ARMOOR,2023-12-24,33089.0,28604.0,0.9875
ARMOOR,2023-12-25,34369.0,28045.0,0.9472
ARMOOR,2023-12-26,32463.0,27986.0,0.993
ARMOOR,2023-12-27,37592.0,28327.0,1.0294
ARMOOR,2023-12-28,34965.0,25258.0,0.9612
ARMOOR,2023-12-29,32217.0,33183.0,0.9846
ARMOOR,2023-12-30,34733.0,31161.0,0.8797
ARMOOR,2023-12-31,29281.0,28049.0,0.7721
ARMOOR,2024-01-01,31482.0,28928.0,0.7945
ARMOOR,2024-01-02,35160.0,29237.0,0.9027
ARMOOR,2024-01-03,37195.0,28948.0,0.9367
ARMOOR,2024-01-04,38294.0,28994.0,0.9145
ARMOOR,2024-01-05,34315.0,28406.0,0.8671
ARMOOR,2024-01-06,32345.0,27716.0,0.8332
ARMOOR,2024-01-07,28828.0,28166.0,0.7792
ARMOOR,2024-01-08,36464.0,28865.0,0.8546
ARMOOR,2024-01-09,32983.0,29094.0,0.8311
ARMOOR,2024-01-10,34225.0,27881.0,0.9028
ARMOOR,2024-01-11,34161.0,28137.0,0.9077
ARMOOR,2024-01-12,34408.0,28088.0,0.9875
ARMOOR,2024-01-13,30041.0,29038.0,0.8657
ARMOOR,2024-01-14,21469.0,25152.0,0.6785
ARMOOR,2024-01-15,17653.0,18524.0,0.7745
ARMOOR,2024-01-16,29622.0,27141.0,0.8825
ARMOOR,2024-01-17,35641.0,28514.0,1.0613
ARMOOR,2024-01-18,37919.0,29883.0,1.0129
ARMOOR,2024-01-19,35672.0,32006.0,0.966
ARMOOR,2024-01-20,35304.0,29530.0,0.8617
ARMOOR,2024-01-21,29913.0,29383.0,0.858
ARMOOR,2024-01-22,28658.0,29899.0,0.7379
ARMOOR,2024-01-23,35250.0,29847.0,0.8749
ARMOOR,2024-01-24,34868.0,28813.0,0.8649
ARMOOR,2024-01-25,34041.0,29063.0,0.8223
ARMOOR,2024-01-26,27900.0,29097.0,0.747
ARMOOR,2024-01-27,34993.0,30824.0,0.7892
ARMOOR,2024-01-28,29172.0,28446.0,0.7811
ARMOOR,2024-01-29,40243.0,29873.0,0.9316
ARMOOR,2024-01-30,35073.0,30225.0,0.8292
ARMOOR,2024-01-31,35802.0,30006.0,0.8427
ARMOOR,2024-02-01,38347.0,29603.0,0.8993
ARMOOR,2024-02-02,36774.0,29354.0,0.8374
ARMOOR,2024-02-03,35782.0,29973.0,0.8355
ARMOOR,2024-02-04,32232.0,27895.0,0.8547
ARMOOR,2024-02-05,40833.0,30249.0,0.9409
ARMOOR,2024-02-06,35020.0,28896.0,0.8442
ARMOOR,2024-02-07,35691.0,28701.0,0.8599
ARMOOR,2024-02-08,35129.0,27720.0,0.8624
ARMOOR,2024-02-09,35329.0,28180.0,0.7558
ARMOOR,2024-02-10,34659.0,27063.0,0.9085
ARMOOR,2024-02-11,32539.0,26596.0,0.8981
ARMOOR,2024-02-12,41832.0,28457.0,1.0172
ARMOOR,2024-02-13,37647.0,28832.0,0.9381
ARMOOR,2024-02-14,35171.0,26946.0,0.9622
ARMOOR,2024-02-15,36605.0,26526.0,0.9783
ARMOOR,2024-02-16,41299.0,30132.0,0.9527
ARMOOR,2024-02-17,38015.0,28033.0,0.9343
ARMOOR,2024-02-18,36850.0,28390.0,0.975
ARMOOR,2024-02-19,44541.0,28826.0,1.0928
ARMOOR,2024-02-20,24559.0,17371.0,1.0874
ARMOOR,2024-02-21,20743.0,16962.0,1.0608
ARMOOR,2024-02-22,27145.0,18147.0,1.0349
ARMOOR,2024-02-23,26677.0,18090.0,1.0333
ARMOOR,2024-02-24,27124.0,26972.0,0.6905
ARMOOR,2024-02-25,28671.0,22362.0,0.9119
ARMOOR,2024-02-26,40383.0,26952.0,1.0112
ARMOOR,2024-02-27,35940.0,26402.0,0.9378
ARMOOR,2024-02-28,36105.0,31973.0,0.9497
ARMOOR,2024-02-29,39454.0,75500.0,0.7125
ARMOOR,2024-03-01,37802.0,29779.0,0.8483
ARMOOR,2024-03-02,38066.0,29612.0,0.8801
ARMOOR,2024-03-03,34355.0,29128.0,0.8561
ARMOOR,2024-03-04,40453.0,29475.0,0.9454
ARMOOR,2024-03-05,36392.0,29255.0,0.8838
ARMOOR,2024-03-06,37042.0,28585.0,0.9161
ARMOOR,2024-03-07,35745.0,31503.0,0.9518
ARMOOR,2024-03-08,28571.0,25782.0,0.8587
ARMOOR,2024-03-09,32087.0,35664.0,0.8055
ARMOOR,2024-03-10,28285.0,26950.0,0.7831
ARMOOR,2024-03-11,43826.0,31102.0,0.9806
ARMOOR,2024-03-12,33409.0,24592.0,0.9747
ARMOOR,2024-03-13,37968.0,35671.0,1.0576
ARMOOR,2024-03-14,36067.0,27391.0,0.95
ARMOOR,2024-03-15,37142.0,28265.0,0.8617
ARMOOR,2024-03-16,35745.0,29413.0,0.8532
ARMOOR,2024-03-17,32972.0,29219.0,0.8047
ARMOOR,2024-03-18,35737.0,30530.0,0.9472
ARMOOR,2024-03-19,33925.0,28898.0,0.8038
ARMOOR,2024-03-20,37792.0,28047.0,0.8571
ARMOOR,2024-03-21,33339.0,28769.0,0.9489
ARMOOR,2024-03-22,35745.0,32025.0,0.8766
ARMOOR,2024-03-23,32281.0,30586.0,0.9303
ARMOOR,2024-03-24,23420.0,27720.0,0.8332
ARMOOR,2024-03-25,24888.0,25978.0,0.7662
ARMOOR,2024-03-26,35130.0,29678.0,0.8344
ARMOOR,2024-03-27,40510.0,29449.0,0.9099
ARMOOR,2024-03-28,41739.0,29507.0,0.9483
ARMOOR,2024-03-29,33307.0,27121.0,0.8748
ARMOOR,2024-03-30,36561.0,29226.0,0.8282
ARMOOR,2024-03-31,33492.0,28479.0,0.8694
ARMOOR,2024-04-01,42613.0,30536.0,0.966
ARMOOR,2024-04-02,35259.0,28344.0,0.8636
ARMOOR,2024-04-03,39608.0,29434.0,0.9004
ARMOOR,2024-04-04,38466.0,26635.0,1.0147
ARMOOR,2024-04-05,35486.0,27755.0,0.9351
ARMOOR,2024-04-06,36934.0,28882.0,0.9032
ARMOOR,2024-04-07,31265.0,28623.0,0.8728
ARMOOR,2024-04-08,32491.0,30450.0,0.7663
ARMOOR,2024-04-09,16546.0,21661.0,0.6309
ARMOOR,2024-04-10,33296.0,29959.0,0.8056
ARMOOR,2024-04-11,30634.0,25488.0,0.9167
ARMOOR,2024-04-12,33877.0,28174.0,0.8833
ARMOOR,2024-04-13,35005.0,29309.0,0.8308
ARMOOR,2024-04-14,32303.0,29579.0,0.8574
ARMOOR,2024-04-15,38534.0,30507.0,0.9467
ARMOOR,2024-04-16,34566.0,29967.0,0.7959
ARMOOR,2024-04-17,29372.0,27931.0,0.7065
ARMOOR,2024-04-18,35031.0,27492.0,0.852
ARMOOR,2024-04-19,35710.0,29045.0,0.8194
ARMOOR,2024-04-20,34426.0,28576.0,0.8468
ARMOOR,2024-04-21,35544.0,27632.0,0.8982
ARMOOR,2024-04-22,42244.0,30401.0,0.9893
ARMOOR,2024-04-23,34106.0,28901.0,0.8419
ARMOOR,2024-04-24,37993.0,27725.0,0.9861
ARMOOR,2024-04-25,38517.0,27601.0,1.0084
ARMOOR,2024-04-26,42327.0,29696.0,0.9809
ARMOOR,2024-04-27,37493.0,27900.0,0.9742
ARMOOR,2024-04-28,37607.0,28647.0,0.8873
