depot,date,passengers_per_day,actual_kms,occupancy_ratio
HAKIMPET,2024-03-19,73993.0,28603.0,0.931
HAKIMPET,2024-03-20,73618.0,28030.0,0.9649
HAKIMPET,2024-03-21,74804.0,28355.0,0.9741
HAKIMPET,2024-03-22,72543.0,28143.0,0.9265
HAKIMPET,2024-03-23,73117.0,29029.0,0.9281
HAKIMPET,2024-03-24,57713.0,26417.0,0.7678
HAKIMPET,2024-03-25,49289.0,25599.0,0.6974
HAKIMPET,2024-03-26,72372.0,28599.0,0.9195
HAKIMPET,2024-03-27,71857.0,27592.0,0.9288
HAKIMPET,2024-03-28,74822.0,27787.0,0.9985
HAKIMPET,2024-03-29,58201.0,25859.0,0.8105
HAKIMPET,2024-03-30,70230.0,27934.0,0.9086
HAKIMPET,2024-03-31,56903.0,25872.0,0.7835
HAKIMPET,2024-04-01,76880.0,29638.0,0.9428
HAKIMPET,2024-04-02,70327.0,27205.0,0.9173
HAKIMPET,2024-04-03,71056.0,26733.0,0.9603
HAKIMPET,2024-04-04,72124.0,25714.0,1.0148
HAKIMPET,2024-04-05,64233.0,27477.0,0.8452
HAKIMPET,2024-04-06,72776.0,27979.0,0.914
HAKIMPET,2024-04-07,54820.0,29705.0,0.76
HAKIMPET,2024-04-08,73615.0,30871.0,0.8964
HAKIMPET,2024-04-09,41378.0,22750.0,0.6676
HAKIMPET,2024-04-10,63725.0,27181.0,0.8428
HAKIMPET,2024-04-11,58382.0,25981.0,0.7968
HAKIMPET,2024-04-12,66976.0,27525.0,0.8792
HAKIMPET,2024-04-13,67564.0,27763.0,0.8822
HAKIMPET,2024-04-14,56735.0,24069.0,0.8411
HAKIMPET,2024-04-15,80914.0,30300.0,0.9749
HAKIMPET,2024-04-16,69653.0,27855.0,0.8783
HAKIMPET,2024-04-17,54940.0,27825.0,0.6935
HAKIMPET,2024-04-18,69339.0,27541.0,0.8974
HAKIMPET,2024-04-19,69064.0,26458.0,0.9255
HAKIMPET,2024-04-20,70804.0,27896.0,0.8922
HAKIMPET,2024-04-21,55291.0,25398.0,0.7898
HAKIMPET,2024-04-22,77296.0,29824.0,0.9576
HAKIMPET,2024-04-23,70814.0,27337.0,0.9139
HAKIMPET,2024-04-24,69896.0,26718.0,0.9668
HAKIMPET,2024-04-25,69419.0,28108.0,0.9569
HAKIMPET,2024-04-26,66672.0,25498.0,0.9322
HAKIMPET,2024-04-27,64063.0,28656.0,0.8727
HAKIMPET,2024-04-28,55572.0,26298.0,0.7797
HAKIMPET,2024-04-29,75273.0,30253.0,0.9323
HAKIMPET,2024-04-30,70017.0,27161.0,0.9037
HAKIMPET,2024-05-01,63360.0,26929.0,0.8349
HAKIMPET,2024-05-02,68604.0,27251.0,0.8973
HAKIMPET,2024-05-03,66520.0,27760.0,0.851
HAKIMPET,2024-05-04,66020.0,27571.0,0.8409
HAKIMPET,2024-05-05,55799.0,25338.0,0.7702
HAKIMPET,2024-05-06,72285.0,29391.0,0.8784
HAKIMPET,2024-05-07,68918.0,27916.0,0.8572
HAKIMPET,2024-05-08,68258.0,28299.0,0.8573
HAKIMPET,2024-05-09,73991.0,27724.0,0.9321
HAKIMPET,2024-05-10,74434.0,28292.0,0.9377
HAKIMPET,2024-05-11,77448.0,31325.0,0.9131
HAKIMPET,2024-05-12,71057.0,30869.0,0.8147
HAKIMPET,2024-05-13,54673.0,27976.0,0.7781
HAKIMPET,2024-05-14,65495.0,32807.0,0.9247
HAKIMPET,2024-05-15,69047.0,27998.0,0.8805
HAKIMPET,2024-05-16,69343.0,27936.0,0.8775
HAKIMPET,2024-05-17,66000.0,27364.0,0.8529
HAKIMPET,2024-05-18,70124.0,28625.0,0.8658
HAKIMPET,2024-05-19,60537.0,26308.0,0.8092
HAKIMPET,2024-05-20,77403.0,29686.0,0.9435
HAKIMPET,2024-05-21,70679.0,27516.0,0.9081
HAKIMPET,2024-05-22,70783.0,27459.0,0.9201
HAKIMPET,2024-05-23,70410.0,27506.0,0.9064
HAKIMPET,2024-05-24,67868.0,27466.0,0.8755
HAKIMPET,2024-05-25,69538.0,27475.0,0.8977
HAKIMPET,2024-05-26,63121.0,26722.0,0.8287
HAKIMPET,2024-05-27,76012.0,29401.0,0.9374
HAKIMPET,2024-05-28,72862.0,28029.0,0.9144
HAKIMPET,2024-05-29,71584.0,27306.0,0.9384
HAKIMPET,2024-05-30,72586.0,28468.0,0.9214
HAKIMPET,2024-05-31,71092.0,27581.0,0.9142
HAKIMPET,2024-06-01,66966.0,27709.0,0.8902
HAKIMPET,2024-06-02,60791.0,26218.0,0.9397
HAKIMPET,2024-06-03,82360.0,29703.0,1.0055
HAKIMPET,2024-06-04,70901.0,27606.0,0.9119
HAKIMPET,2024-06-05,71603.0,26769.0,0.9823
HAKIMPET,2024-06-06,73241.0,28362.0,0.9684
HAKIMPET,2024-06-07,77251.0,28011.0,0.9849
HAKIMPET,2024-06-08,73696.0,28058.0,0.9548
HAKIMPET,2024-06-09,62566.0,25323.0,0.8802
HAKIMPET,2024-06-10,82975.0,30347.0,1.0589
HAKIMPET,2024-06-11,79861.0,27674.0,1.0409
HAKIMPET,2024-06-12,78693.0,28146.0,1.0226
HAKIMPET,2024-06-13,84028.0,28856.0,1.0445
HAKIMPET,2024-06-14,79386.0,27613.0,1.0094
HAKIMPET,2024-06-15,79373.0,29160.0,1.0148
HAKIMPET,2024-06-16,66492.0,26989.0,0.8965
HAKIMPET,2024-06-17,70127.0,27204.0,0.9184
HAKIMPET,2024-06-18,82859.0,28283.0,1.051
HAKIMPET,2024-06-19,83843.0,28475.0,1.0516
HAKIMPET,2024-06-20,83370.0,27533.0,1.0662
HAKIMPET,2024-06-21,82654.0,28490.0,1.0384
HAKIMPET,2024-06-22,79287.0,28569.0,1.0061
HAKIMPET,2024-06-23,64831.0,26932.0,0.8665
HAKIMPET,2024-06-24,86879.0,29313.0,1.0472
HAKIMPET,2024-06-25,80206.0,27066.0,1.035
HAKIMPET,2024-06-26,79364.0,27978.0,1.0355
HAKIMPET,2024-06-27,78865.0,28126.0,1.0215
HAKIMPET,2024-06-28,79399.0,28091.0,1.0003
HAKIMPET,2024-06-29,81180.0,29036.0,1.0128
HAKIMPET,2024-06-30,64420.0,26903.0,0.8793
HAKIMPET,2024-07-01,82854.0,29212.0,1.0136
HAKIMPET,2024-07-02,81310.0,28103.0,1.0193
HAKIMPET,2024-07-03,81550.0,27839.0,1.037
HAKIMPET,2024-07-04,76145.0,27465.0,0.9854
HAKIMPET,2024-07-05,78131.0,28624.0,1.0028
HAKIMPET,2024-07-06,81484.0,28999.0,1.01
HAKIMPET,2024-07-07,68909.0,27301.0,0.9545
HAKIMPET,2024-07-08,87070.0,28974.0,1.0844
HAKIMPET,2024-07-09,85538.0,29318.0,1.0497
HAKIMPET,2024-07-10,82069.0,26949.0,1.0731
HAKIMPET,2024-07-11,80977.0,27781.0,1.0679
HAKIMPET,2024-07-12,81443.0,27703.0,1.0597
HAKIMPET,2024-07-13,75381.0,28811.0,1.0018
HAKIMPET,2024-07-14,66561.0,28105.0,0.8931
HAKIMPET,2024-07-15,86998.0,29977.0,1.0571
HAKIMPET,2024-07-16,78930.0,29051.0,0.9974
HAKIMPET,2024-07-17,61911.0,29380.0,0.8007
HAKIMPET,2024-07-18,80777.0,28185.0,1.0316
HAKIMPET,2024-07-19,85403.0,28346.0,1.0397
HAKIMPET,2024-07-20,69511.0,28945.0,0.8988
HAKIMPET,2024-07-21,58078.0,25351.0,0.7971
HAKIMPET,2024-07-22,89402.0,30455.0,1.0026
HAKIMPET,2024-07-23,85648.0,27612.0,1.0661
HAKIMPET,2024-07-24,81602.0,28268.0,1.0331
HAKIMPET,2024-07-25,79326.0,28031.0,0.994
HAKIMPET,2024-07-26,81133.0,28166.0,0.9966
HAKIMPET,2024-07-27,82710.0,28033.0,1.0198
HAKIMPET,2024-07-28,53111.0,20696.0,0.8986
HAKIMPET,2024-07-29,74276.0,28623.0,0.9172
HAKIMPET,2024-07-30,86882.0,27882.0,1.1087
HAKIMPET,2024-07-31,85089.0,28147.0,1.0729
HAKIMPET,2024-08-01,83040.0,27782.0,0.9412
HAKIMPET,2024-08-02,80497.0,27762.0,0.9241
HAKIMPET,2024-08-03,79542.0,27719.0,0.9128
HAKIMPET,2024-08-04,63273.0,26694.0,0.7772
HAKIMPET,2024-08-05,85623.0,28653.0,0.9574
HAKIMPET,2024-08-06,80376.0,27210.0,0.9332
HAKIMPET,2024-08-07,80397.0,27501.0,0.9275
HAKIMPET,2024-08-08,82144.0,27722.0,0.9354
HAKIMPET,2024-08-09,75703.0,27335.0,0.9208
HAKIMPET,2024-08-10,78544.0,28078.0,0.8899
HAKIMPET,2024-08-11,65135.0,25926.0,0.8101
HAKIMPET,2024-08-12,85648.0,29265.0,0.9405
HAKIMPET,2024-08-13,79689.0,27275.0,0.9272
HAKIMPET,2024-08-14,83966.0,28777.0,0.9416
HAKIMPET,2024-08-15,69214.0,30687.0,0.819
HAKIMPET,2024-08-16,72275.0,29020.0,0.7987
HAKIMPET,2024-08-17,79816.0,30093.0,0.8502
HAKIMPET,2024-08-18,98108.0,34843.0,0.8696
HAKIMPET,2024-08-19,79961.0,29575.0,1.0109
HAKIMPET,2024-08-20,78217.0,25754.0,1.0217
HAKIMPET,2024-08-21,90984.0,29102.0,0.9957
HAKIMPET,2024-08-22,82824.0,27751.0,1.0116
HAKIMPET,2024-08-23,73842.0,26315.0,0.9743
HAKIMPET,2024-08-24,74335.0,25990.0,0.9268
HAKIMPET,2024-08-25,61201.0,24980.0,0.7923
HAKIMPET,2024-08-26,68363.0,27786.0,0.801
HAKIMPET,2024-08-27,80075.0,28518.0,0.8992
HAKIMPET,2024-08-28,77516.0,27145.0,0.9257
HAKIMPET,2024-08-29,76703.0,26455.0,0.9319
HAKIMPET,2024-08-30,75236.0,26900.0,0.8957
HAKIMPET,2024-08-31,67690.0,26093.0,0.8284
HAKIMPET,2024-09-01,44664.0,24150.0,0.5773
HAKIMPET,2024-09-02,53286.0,24421.0,0.6756
HAKIMPET,2024-09-03,68519.0,27213.0,0.7871
HAKIMPET,2024-09-04,73077.0,26606.0,0.8546
HAKIMPET,2024-09-05,76659.0,27353.0,0.8817
HAKIMPET,2024-09-06,76036.0,26362.0,0.9073
HAKIMPET,2024-09-07,44753.0,26614.0,0.6411
HAKIMPET,2024-09-08,58131.0,25458.0,0.7127
HAKIMPET,2024-09-09,83991.0,29794.0,0.8957
HAKIMPET,2024-09-10,80641.0,27840.0,0.9067
HAKIMPET,2024-09-11,82549.0,27570.0,0.9032
HAKIMPET,2024-09-12,78864.0,27217.0,0.9102
HAKIMPET,2024-09-13,78299.0,26436.0,0.9367
HAKIMPET,2024-09-14,79914.0,29640.0,0.8689
HAKIMPET,2024-09-15,63017.0,26062.0,0.7722
HAKIMPET,2024-09-16,69370.0,28488.0,0.7686
HAKIMPET,2024-09-17,59840.0,27210.0,0.7355
HAKIMPET,2024-09-18,75793.0,26758.0,0.881
HAKIMPET,2024-09-19,79178.0,26627.0,0.9327
HAKIMPET,2024-09-20,75698.0,26771.0,0.886
HAKIMPET,2024-09-21,76353.0,26689.0,0.8754
HAKIMPET,2024-09-22,60142.0,25380.0,0.7463
HAKIMPET,2024-09-23,83788.0,28700.0,0.9202
HAKIMPET,2024-09-24,80737.0,27918.0,0.9037
HAKIMPET,2024-09-25,77720.0,27385.0,0.877
HAKIMPET,2024-09-26,79333.0,27485.0,0.8981
HAKIMPET,2024-09-27,77509.0,26589.0,0.9171
HAKIMPET,2024-09-28,78237.0,26913.0,0.9089
HAKIMPET,2024-09-29,65101.0,26416.0,0.784
HAKIMPET,2024-09-30,84353.0,28614.0,0.9323
HAKIMPET,2024-10-01,81276.0,28467.0,0.9266
HAKIMPET,2024-10-02,58658.0,26502.0,0.6879
HAKIMPET,2024-10-03,74106.0,26784.0,0.8571
HAKIMPET,2024-10-04,76089.0,26714.0,0.9192
HAKIMPET,2024-10-05,75333.0,26675.0,0.8931
HAKIMPET,2024-10-06,78299.0,30938.0,0.8053
HAKIMPET,2024-10-07,82545.0,30278.0,0.8647
HAKIMPET,2024-10-08,69707.0,27427.0,0.8137
HAKIMPET,2024-10-09,70719.0,29321.0,0.8365
HAKIMPET,2024-10-10,65455.0,32146.0,0.7035
HAKIMPET,2024-10-11,61726.0,28705.0,0.6728
HAKIMPET,2024-10-12,34992.0,15777.0,0.7073
HAKIMPET,2024-10-13,43874.0,15407.0,0.9518
HAKIMPET,2024-10-14,79791.0,27829.0,0.9118
HAKIMPET,2024-10-15,88281.0,31377.0,0.8668
HAKIMPET,2024-10-16,78601.0,27796.0,0.8937
HAKIMPET,2024-10-17,89403.0,28009.0,0.9111
HAKIMPET,2024-10-18,78556.0,28062.0,0.8921
HAKIMPET,2024-10-19,75959.0,27462.0,0.8535
HAKIMPET,2024-10-20,60251.0,26499.0,0.719
HAKIMPET,2024-10-21,82216.0,29703.0,0.8793
HAKIMPET,2024-10-22,78811.0,28966.0,0.8591
HAKIMPET,2024-10-23,79721.0,28999.0,0.8711
HAKIMPET,2024-10-24,75595.0,27761.0,0.874
HAKIMPET,2024-10-25,75979.0,27943.0,0.8692
HAKIMPET,2024-10-26,71597.0,26927.0,0.8379
HAKIMPET,2024-10-27,59043.0,25989.0,0.7319
HAKIMPET,2024-10-28,75565.0,29276.0,0.8939
HAKIMPET,2024-10-29,78016.0,29079.0,0.8409
HAKIMPET,2024-10-30,78021.0,29805.0,0.8265
HAKIMPET,2024-10-31,51599.0,28728.0,0.6627
HAKIMPET,2024-11-01,58661.0,26433.0,0.7079
HAKIMPET,2024-11-02,71103.0,27514.0,0.8053
HAKIMPET,2024-11-03,60918.0,25897.0,0.7553
HAKIMPET,2024-11-04,67997.0,23627.0,0.9401
HAKIMPET,2024-11-05,92833.0,33947.0,0.8663
HAKIMPET,2024-11-06,79767.0,29245.0,0.8656
HAKIMPET,2024-11-07,76328.0,27854.0,0.8823
HAKIMPET,2024-11-08,74015.0,26807.0,0.8763
HAKIMPET,2024-11-09,70890.0,27252.0,0.8396
HAKIMPET,2024-11-10,66607.0,28240.0,0.7725
HAKIMPET,2024-11-11,73065.0,29223.0,0.8856
HAKIMPET,2024-11-12,77008.0,30183.0,0.8552
HAKIMPET,2024-11-13,75075.0,29323.0,0.8691
HAKIMPET,2024-11-14,75304.0,28687.0,0.8754
HAKIMPET,2024-11-15,60728.0,26780.0,0.7175
HAKIMPET,2024-11-16,73111.0,27629.0,0.8325
HAKIMPET,2024-11-17,60680.0,26378.0,0.7911
HAKIMPET,2024-11-18,77285.0,29687.0,0.8725
HAKIMPET,2024-11-19,78624.0,28617.0,0.9132
HAKIMPET,2024-11-20,72061.0,25959.0,0.8957
HAKIMPET,2024-11-21,75994.0,27983.0,0.8924
HAKIMPET,2024-11-22,74207.0,27917.0,0.8391
HAKIMPET,2024-11-23,73470.0,28293.0,0.8496
HAKIMPET,2024-11-24,59960.0,26193.0,0.7327
HAKIMPET,2024-11-25,81757.0,31347.0,0.8632
HAKIMPET,2024-11-26,76584.0,29452.0,0.8163
HAKIMPET,2024-11-27,78622.0,29697.0,0.8607
HAKIMPET,2024-11-28,75738.0,28634.0,0.8349
HAKIMPET,2024-11-29,74675.0,28359.0,0.8566
HAKIMPET,2024-11-30,72129.0,29515.0,0.8657
HAKIMPET,2024-12-01,62011.0,28293.0,0.6987
HAKIMPET,2024-12-02,80239.0,31676.0,0.8195
HAKIMPET,2024-12-03,76160.0,28670.0,0.8431
HAKIMPET,2024-12-04,78341.0,31598.0,0.8496
HAKIMPET,2024-12-05,78484.0,28892.0,0.8818
HAKIMPET,2024-12-06,72690.0,27798.0,0.8806
HAKIMPET,2024-12-07,73608.0,31088.0,0.8633
HAKIMPET,2024-12-08,66011.0,27583.0,0.7613
HAKIMPET,2024-12-09,58550.0,31556.0,0.9564
HAKIMPET,2024-12-10,80226.0,33567.0,0.9594
HAKIMPET,2024-12-11,83438.0,29397.0,0.9163
HAKIMPET,2024-12-12,76643.0,27746.0,0.8716
HAKIMPET,2024-12-13,79092.0,29389.0,0.8816
HAKIMPET,2024-12-14,72257.0,28361.0,0.802
HAKIMPET,2024-12-15,64451.0,28141.0,0.7267
HAKIMPET,2024-12-16,76987.0,30080.0,0.8178
HAKIMPET,2024-12-17,77974.0,27908.0,0.8809
HAKIMPET,2024-12-18,78381.0,27399.0,0.8863
HAKIMPET,2024-12-19,76804.0,29089.0,0.8529
HAKIMPET,2024-12-20,73020.0,28487.0,0.8335
HAKIMPET,2024-12-21,72982.0,29146.0,0.834
HAKIMPET,2024-12-22,63411.0,26898.0,0.73
HAKIMPET,2024-12-23,77435.0,30057.0,0.8185
HAKIMPET,2024-12-24,75633.0,28721.0,0.7885
HAKIMPET,2024-12-25,59027.0,27239.0,0.6741
HAKIMPET,2024-12-26,58666.0,26724.0,0.71
HAKIMPET,2024-12-27,60627.0,26621.0,0.7179
HAKIMPET,2024-12-28,67809.0,28030.0,0.7533
HAKIMPET,2024-12-29,67129.0,27365.0,0.6791
HAKIMPET,2024-12-30,77859.0,31636.0,0.7755
HAKIMPET,2024-12-31,71911.0,29041.0,0.771
HAKIMPET,2025-01-01,61400.0,27080.0,0.7287
HAKIMPET,2025-01-02,75864.0,29485.0,0.8094
HAKIMPET,2025-01-03,72771.0,27352.0,0.8431
HAKIMPET,2025-01-04,73460.0,28048.0,0.8208
HAKIMPET,2025-01-05,60825.0,28284.0,0.6763
HAKIMPET,2025-01-06,80337.0,30345.0,0.8332
HAKIMPET,2025-01-07,74905.0,29085.0,0.8071
HAKIMPET,2025-01-08,78065.0,27669.0,0.8687
HAKIMPET,2025-01-09,77047.0,29220.0,0.8332
HAKIMPET,2025-01-10,88769.0,30697.0,0.8739
HAKIMPET,2025-01-11,105373.0,35923.0,0.8377
HAKIMPET,2025-01-12,79125.0,37477.0,0.7027
HAKIMPET,2025-01-13,58151.0,28248.0,0.6378
HAKIMPET,2025-01-14,38269.0,19579.0,0.6129
HAKIMPET,2025-01-15,57946.0,25143.0,0.7092
HAKIMPET,2025-01-16,75656.0,30583.0,0.7612
HAKIMPET,2025-01-17,80795.0,30985.0,0.766
HAKIMPET,2025-01-18,73098.0,29522.0,0.7722
HAKIMPET,2025-01-19,67897.0,31847.0,0.7417
HAKIMPET,2025-01-20,84655.0,32468.0,0.8486
HAKIMPET,2025-01-21,80148.0,31168.0,0.8147
HAKIMPET,2025-01-22,79697.0,30342.0,0.817
HAKIMPET,2025-01-23,79848.0,29819.0,0.8318
HAKIMPET,2025-01-24,76086.0,29491.0,0.8011
HAKIMPET,2025-01-25,74644.0,30031.0,0.7648
HAKIMPET,2025-01-26,61416.0,27258.0,0.7394
HAKIMPET,2025-01-27,81943.0,32320.0,0.8059
HAKIMPET,2025-01-28,76523.0,29845.0,0.7958
HAKIMPET,2025-01-29,76694.0,30314.0,0.7884
HAKIMPET,2025-01-30,77003.0,29309.0,0.8187
HAKIMPET,2025-01-31,77500.0,29944.0,0.8192
HAKIMPET,2025-02-01,76906.0,29631.0,0.8079
HAKIMPET,2025-02-02,62674.0,27805.0,0.7173
HAKIMPET,2025-02-03,86225.0,34078.0,0.8227
HAKIMPET,2025-02-04,77372.0,30496.0,0.8102
HAKIMPET,2025-02-05,76435.0,29263.0,0.7972
HAKIMPET,2025-02-06,78769.0,30451.0,0.8147
HAKIMPET,2025-02-07,75732.0,28580.0,0.8189
HAKIMPET,2025-02-08,77029.0,28942.0,0.8511
HAKIMPET,2025-02-09,63211.0,29377.0,0.7213
HAKIMPET,2025-02-10,84831.0,31601.0,0.8326
HAKIMPET,2025-02-11,79882.0,30045.0,0.8122
HAKIMPET,2025-02-12,79443.0,29750.0,0.8113
HAKIMPET,2025-02-13,75994.0,28870.0,0.8332
HAKIMPET,2025-02-14,75637.0,29178.0,0.7997
HAKIMPET,2025-02-15,78671.0,28660.0,0.8441
HAKIMPET,2025-02-16,64563.0,28877.0,0.7309
HAKIMPET,2025-02-17,83725.0,31103.0,0.8544
HAKIMPET,2025-02-18,77070.0,30122.0,0.7885
HAKIMPET,2025-02-19,78417.0,29376.0,0.8141
HAKIMPET,2025-02-20,80651.0,30147.0,0.8274
HAKIMPET,2025-02-21,74429.0,30109.0,0.7737
HAKIMPET,2025-02-22,76300.0,28925.0,0.8026
HAKIMPET,2025-02-23,63471.0,28840.0,0.6835
HAKIMPET,2025-02-24,79441.0,30945.0,0.7984
HAKIMPET,2025-02-25,76395.0,29948.0,0.7833
HAKIMPET,2025-02-26,52933.0,26624.0,0.6793
HAKIMPET,2025-02-27,62027.0,26310.0,0.8039
HAKIMPET,2025-02-28,74000.0,29813.0,0.7963
HAKIMPET,2025-03-01,76634.0,29069.0,0.8017
HAKIMPET,2025-03-02,58952.0,28331.0,0.6742
HAKIMPET,2025-03-03,81698.0,30945.0,0.8163
HAKIMPET,2025-03-04,75189.0,29667.0,0.7777
HAKIMPET,2025-03-05,74437.0,27672.0,0.8333
HAKIMPET,2025-03-06,77190.0,29335.0,0.8647
HAKIMPET,2025-03-07,69046.0,28823.0,0.9095
HAKIMPET,2025-03-08,60738.0,28959.0,0.9321
HAKIMPET,2025-03-09,60618.0,28465.0,0.6883
HAKIMPET,2025-03-10,82163.0,31895.0,0.8083
HAKIMPET,2025-03-11,77971.0,30219.0,0.8017
HAKIMPET,2025-03-12,78139.0,29674.0,0.8254
HAKIMPET,2025-03-13,77718.0,29978.0,0.7975
HAKIMPET,2025-03-14,47148.0,27227.0,0.5315
HAKIMPET,2025-03-15,70625.0,30052.0,0.7227
HAKIMPET,2025-03-16,62452.0,29365.0,0.6682
HAKIMPET,2025-03-17,85181.0,32323.0,0.8225
HAKIMPET,2025-03-18,78117.0,30070.0,0.8071
HAKIMPET,2025-03-19,80309.0,30350.0,0.826
HAKIMPET,2025-03-20,80289.0,29849.0,0.8312
HAKIMPET,2025-03-21,78584.0,29843.0,0.7855
HAKIMPET,2025-03-22,81845.0,29407.0,0.7744
HAKIMPET,2025-03-23,71327.0,29739.0,0.6679
HAKIMPET,2025-03-24,94825.0,33382.0,0.7993
HAKIMPET,2025-03-25,85939.0,29817.0,0.788
HAKIMPET,2025-03-26,84048.0,30171.0,0.7739
HAKIMPET,2025-03-27,87507.0,30128.0,0.7829
HAKIMPET,2025-03-28,82951.0,31142.0,0.7834
HAKIMPET,2025-03-29,90193.0,30924.0,0.7907
HAKIMPET,2025-03-30,76412.0,29572.0,0.5783
HAKIMPET,2025-03-31,69998.0,28800.0,0.6607
HAKIMPET,2025-04-01,79027.0,29820.0,0.7259
HAKIMPET,2025-04-02,88597.0,29537.0,0.8479
HAKIMPET,2025-04-03,91244.0,30128.0,0.8315
HAKIMPET,2025-04-04,81127.0,28971.0,0.7793
HAKIMPET,2025-04-05,81298.0,30051.0,0.7187
HAKIMPET,2025-04-06,61113.0,28315.0,0.5837
HAKIMPET,2025-04-07,91744.0,32150.0,0.7938
HAKIMPET,2025-04-08,89644.0,30306.0,0.8061
HAKIMPET,2025-04-09,83051.0,29155.0,0.8001
HAKIMPET,2025-04-10,87166.0,29558.0,0.7907
HAKIMPET,2025-04-11,82948.0,29313.0,0.7859
HAKIMPET,2025-04-12,79156.0,29491.0,0.7361
HAKIMPET,2025-04-13,74972.0,29777.0,0.6951
HAKIMPET,2025-04-14,75942.0,28627.0,0.7328
HAKIMPET,2025-04-15,91251.0,30437.0,0.8077
HAKIMPET,2025-04-16,81399.0,28859.0,0.7964
HAKIMPET,2025-04-17,87424.0,30094.0,0.8047
HAKIMPET,2025-04-18,73239.0,29550.0,0.7039
HAKIMPET,2025-04-19,84657.0,30116.0,0.7633
HAKIMPET,2025-04-20,69413.0,28883.0,0.6809
HAKIMPET,2025-04-21,87939.0,30601.0,0.7989
HAKIMPET,2025-04-22,84757.0,30017.0,0.79
HAKIMPET,2025-04-23,84517.0,28902.0,0.8439
HAKIMPET,2025-04-24,84618.0,28962.0,0.8233
HAKIMPET,2025-04-25,82528.0,29398.0,0.7615
HAKIMPET,2025-04-26,84621.0,29826.0,0.7757
HAKIMPET,2025-04-27,72328.0,29420.0,0.6769
HAKIMPET,2025-04-28,94083.0,31956.0,0.8095
HAKIMPET,2025-04-29,79957.0,30011.0,0.8091
HAKIMPET,2025-04-30,73968.0,29543.0,0.7941
HAKIMPET,2025-05-01,68150.0,28306.0,0.7573
HAKIMPET,2025-05-02,73433.0,29831.0,0.7716
HAKIMPET,2025-05-03,72648.0,29133.0,0.7839
HAKIMPET,2025-05-04,65967.0,28195.0,0.7176
HAKIMPET,2025-05-05,78244.0,31535.0,0.7713
HAKIMPET,2025-05-06,76125.0,29546.0,0.7912
HAKIMPET,2025-05-07,72435.0,28747.0,0.7861
HAKIMPET,2025-05-08,74836.0,28445.0,0.8242
HAKIMPET,2025-05-09,70538.0,28386.0,0.7885
HAKIMPET,2025-05-10,65805.0,27653.0,0.7316
HAKIMPET,2025-05-11,64694.0,28709.0,0.7033
HAKIMPET,2025-05-12,72709.0,29882.0,0.7515
HAKIMPET,2025-05-13,68841.0,27610.0,0.7663
HAKIMPET,2025-05-14,67412.0,27640.0,0.7702
HAKIMPET,2025-05-15,69496.0,27647.0,0.7706
HAKIMPET,2025-05-16,68641.0,28365.0,0.7512
HAKIMPET,2025-05-17,68525.0,28175.0,0.7578
HAKIMPET,2025-05-18,62011.0,27043.0,0.7149
HAKIMPET,2025-05-19,74062.0,30063.0,0.7699
HAKIMPET,2025-05-20,70986.0,28137.0,0.7726
HAKIMPET,2025-05-21,68970.0,27961.0,0.7887
HAKIMPET,2025-05-22,67975.0,27222.0,0.7682
HAKIMPET,2025-05-23,71746.0,28100.0,0.8027
HAKIMPET,2025-05-24,71953.0,28926.0,0.7837
HAKIMPET,2025-05-25,67387.0,28195.0,0.7395
HAKIMPET,2025-05-26,77217.0,30086.0,0.7987
HAKIMPET,2025-05-27,70247.0,28692.0,0.7751
HAKIMPET,2025-05-28,72171.0,27992.0,0.7965
HAKIMPET,2025-05-29,73055.0,28528.0,0.7889
HAKIMPET,2025-05-30,70414.0,28727.0,0.761
HAKIMPET,2025-05-31,69812.0,26120.0,0.8238
HAKIMPET,2025-06-01,66038.0,28070.0,0.7271
HAKIMPET,2025-06-02,74347.0,29544.0,0.8645
HAKIMPET,2025-06-03,72888.0,28247.0,0.8194
HAKIMPET,2025-06-04,70468.0,27705.0,0.812
HAKIMPET,2025-06-05,75113.0,27679.0,0.881
HAKIMPET,2025-06-06,73808.0,27492.0,0.8581
HAKIMPET,2025-06-07,62465.0,25805.0,0.7798
HAKIMPET,2025-06-08,59771.0,26252.0,0.7498
HAKIMPET,2025-06-09,82883.0,29568.0,0.9014
HAKIMPET,2025-06-10,76986.0,27654.0,0.883
HAKIMPET,2025-06-11,78110.0,28939.0,0.8629
HAKIMPET,2025-06-12,79292.0,28007.0,0.8868
HAKIMPET,2025-06-13,78220.0,29121.0,0.8451
HAKIMPET,2025-06-14,70653.0,28839.0,0.7772
HAKIMPET,2025-06-15,62689.0,27474.0,0.7267
HAKIMPET,2025-06-16,89279.0,31627.0,0.8942
HAKIMPET,2025-06-17,81331.0,28937.0,0.8774
HAKIMPET,2025-06-18,83247.0,29318.0,0.8891
HAKIMPET,2025-06-19,85919.0,29576.0,0.8769
HAKIMPET,2025-06-20,77444.0,30427.0,0.8827
HAKIMPET,2025-06-21,78525.0,28592.0,0.854
HAKIMPET,2025-06-22,65204.0,27151.0,0.7283
HAKIMPET,2025-06-23,89167.0,31591.0,0.8725
HAKIMPET,2025-06-24,81385.0,27856.0,0.8779
HAKIMPET,2025-06-25,82977.0,29892.0,0.8525
HAKIMPET,2025-06-26,83919.0,28980.0,0.8788
HAKIMPET,2025-06-27,81116.0,28767.0,0.8626
