timestamp,file,file_path,error_type,error_message,step_failed
2026-03-07T16:12:33,ops_daily_2026-02-25__archived__2026-02-25.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_2026-02-25__archived__2026-02-25.csv,INVALID_FILENAME,Invalid filename format: ops_daily_2026-02-25__archived__2026-02-25.csv. Expected: ops_daily_YYYY-MM-DD.csv or ops_daily_service_YYYY-MM-DD.csv,scan_inbound_files
2026-03-07T16:12:33,ops_daily_service_2026-02-25__archived__2026-02-25.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_service_2026-02-25__archived__2026-02-25.csv,INVALID_FILENAME,Invalid filename format: ops_daily_service_2026-02-25__archived__2026-02-25.csv. Expected: ops_daily_YYYY-MM-DD.csv or ops_daily_service_YYYY-MM-DD.csv,scan_inbound_files
2026-03-07T16:12:41,ops_daily_2026-02-25__archived__2026-02-25.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_2026-02-25__archived__2026-02-25.csv,INVALID_FILENAME,Invalid filename format: ops_daily_2026-02-25__archived__2026-02-25.csv. Expected: ops_daily_YYYY-MM-DD.csv or ops_daily_service_YYYY-MM-DD.csv,scan_inbound_files
2026-03-07T16:12:41,ops_daily_service_2026-02-25__archived__2026-02-25.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_service_2026-02-25__archived__2026-02-25.csv,INVALID_FILENAME,Invalid filename format: ops_daily_service_2026-02-25__archived__2026-02-25.csv. Expected: ops_daily_YYYY-MM-DD.csv or ops_daily_service_YYYY-MM-DD.csv,scan_inbound_files
2026-03-07T16:13:47,ops_daily_2026-02-25.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_2026-02-25.csv,PROCESSING_ERROR,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\prady\\OneDrive\\Desktop\\server\\dynamic_scheduling_master\\data\\raw\\ops_daily_master.csv.tmp' -> 'C:\\Users\\prady\\OneDrive\\Desktop\\server\\dynamic_scheduling_master\\data\\raw\\ops_daily_master.csv',process_depot_file
2026-03-07T17:15:26,ops_daily_service_2026-03-06.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_service_2026-03-06.csv,PREFLIGHT_FAILED,"Date mismatch! Filename date: 2026-03-06, Data date: 2026-06-03. File: ops_daily_service_2026-03-06.csv",pre_flight_check
2026-03-07T17:15:26,ops_daily_service_2026-03-06.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_service_2026-03-06.csv,PREFLIGHT_FAILED,Future date not allowed: 2026-06-03 (today is 2026-03-07),pre_flight_check
2026-03-09T12:04:04,ops_daily_service_2026-03-07.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_service_2026-03-07.csv,PREFLIGHT_FAILED,"Duplicate (depot, date, service_number) rows found.",pre_flight_check
2026-03-17T11:56:41,ops_daily_service_2026-03-16.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_service_2026-03-16.csv,PREFLIGHT_FAILED,passenger_kms has values < 0,pre_flight_check
2026-03-17T11:56:41,ops_daily_service_2026-03-16.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_service_2026-03-16.csv,PREFLIGHT_FAILED,occupancy_ratio has values < 0,pre_flight_check
2026-03-17T11:56:41,ops_daily_service_2026-03-16.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_service_2026-03-16.csv,PREFLIGHT_FAILED,revenue has values < 0,pre_flight_check
2026-03-18T11:16:52,ops_daily_2026-03-17.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_2026-03-17.csv,PROCESSING_ERROR,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\prady\\OneDrive\\Desktop\\server\\dynamic_scheduling_master\\data\\raw\\ops_daily_master.csv.tmp' -> 'C:\\Users\\prady\\OneDrive\\Desktop\\server\\dynamic_scheduling_master\\data\\raw\\ops_daily_master.csv',process_depot_file
2026-03-18T11:16:56,ops_daily_service_2026-03-17.csv,C:\Users\prady\OneDrive\Desktop\server\dynamic_scheduling_master\data\inbound_daily\ops_daily_service_2026-03-17.csv,PROCESSING_ERROR,[WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\prady\\OneDrive\\Desktop\\server\\dynamic_scheduling_master\\data\\raw\\ops_daily_service_master.csv.tmp' -> 'C:\\Users\\prady\\OneDrive\\Desktop\\server\\dynamic_scheduling_master\\data\\raw\\ops_daily_service_master.csv',process_service_file
